FETUTORIAL_5;作战基本知识 ;;;;;;;;;;X
FETUTORIAL_6;作战进阶知识 ;;;;;;;;;;X
FETUTORIAL_7;回到主菜单 ;;;;;;;;;;X
##;;;;;;;;;;;X
############## TUTORIAL ##################;;;;;;;;;;;X
##;;;;;;;;;;;X
#  Tutorial Chapter 1;;;;;;;;;;;X
TUTORIAL_1_A1_NAME;欢迎来到新手指南 ;;;;;;;;;;X
TUTORIAL_1_A1_DESC;在新手指南的第一章中，我 们将对民主兵工厂进行一段 简要的介绍，你将学到如何 对界面进行基本控制。遵循 文框内的指导以进行教学指 南课程。当出现Enter按钮 时，点击它或是按下键盘上 的Enter键。若想退出指南 ，请按下键盘上的ESC键。 ;;;;;;;;;;X
TUTORIAL_1_A2_NAME;大地图 ;;;;;;;;;;X
TUTORIAL_1_A2_DESC;这是主要的地图界面，也是你在游戏中花费最多时间的地方。你所有重大的计划都将在这上面发生。游戏中的核心部分就是世界地图， 被分为数以千记的省份，战斗也将发生在这上面。在这些省份中隐藏着要塞，空军基地，火箭发射场。看一下地图上的士兵，你迟早都 要将他们投入战斗。 ;;;;;;;;;;X
TUTORIAL_1_A3_NAME;时间/暂停按键与菜单 ;;;;;;;;;;X
TUTORIAL_1_A3_DESC;你能在这里找到时间/暂停按键。它的作用十分重要，你必须学会如何利用它来控制游戏速度。时间在游戏中被加快了，现实中的几小 时甚至几天在游戏中都只能以秒来计算。频繁地暂停时间和改变时间设置(右击这个按键)可以让你有更多的时间进行思考和作决断。你 同样也能使用键盘上的<pause>以暂停时间，或是同时按下Ctrl与+/-键以改变游戏速度。它在游戏目录里是在储存游戏，改变设置以及 退出的菜单中进行修改。 ;;;;;;;;;;X
TUTORIAL_1_A4_NAME;工具条 ;;;;;;;;;;X
TUTORIAL_1_A4_DESC;这是对你的省份和军队进行观察和管理的地方。当战斗开始时，你可以按照这些细节进行战斗。省份设施的建造，军队重组，让部队登 上运输舰或是运输机，都能在这里得到实现。随便点击一下，举个例子，你可以观察一下柏林，柏林的野战军，以及组成这支部队的各 个师团的情况。 ;;;;;;;;;;X
TUTORIAL_1_A5_NAME;图表选项 ;;;;;;;;;;X
TUTORIAL_1_A5_DESC;图表选项中的按键让你能够对你所有的省份，陆军，空军和海军进行访问。你可以列出所有正在进行的战斗或是部队池中尚未投入战斗 的所有师团。看一下你有什么可以发现的。 ;;;;;;;;;;X
TUTORIAL_1_A6_NAME;小地图 ;;;;;;;;;;X
TUTORIAL_1_A6_DESC;小地图用于更快地观察世界。用它右边的按键可以使大地图增大或是缩小。你同样也可以用键盘上的+或—来控制这一切。在它下面是各 种地图模式，这些地图模式包括许多方面，有本地的，也有全球化的。在继续下一步之前请随意尝试这些按键。在战争迷雾状态下显示 为暗色的省份表示你缺乏对其情报的掌握。用右键点击小地图，就可以显示你所有的部队。 ;;;;;;;;;;X
TUTORIAL_1_A7_NAME;历史日志 ;;;;;;;;;;X
TUTORIAL_1_A7_DESC;重要事件将会在游戏日志中被记录下来。用右键点击某个消息可以让你选择这一类的信息如何处理。信息设置同样可以在游戏目录中被 找到。当你进行游戏时，你大概会定制自己的信息设置，以避免错过重要信息，同时也避免被多余的信息所打扰。 ;;;;;;;;;;X
TUTORIAL_1_A8_NAME;屏幕顶端的项目 ;;;;;;;;;;X
TUTORIAL_1_A8_DESC;你的资源、不满度、运输能力和工业能力都显示于屏幕顶端。不满度表示了你国内的民众的反抗倾向。运输能力表示了你在世界范围内 运送补给和部队的能力。工业能力则反映了工厂的生产能力。将鼠标停留于图标上，你就能看到扩展的数据及详细说明。接下来我们要 看的是情报界面。请点击它。 ;;;;;;;;;;X
TUTORIAL_1_A9_NAME;科技界面 ;;;;;;;;;;X
TUTORIAL_1_A9_DESC;这是科技界面。为了超过敌手并跟上我们军队发展的速度，在此刻必须熟悉这部分。你可以研究新式的部队型号，或是能够取得明显优 势及开启特殊任务的战争理论。你同样也可以对国内部分进行研究以提高工业生产效率。你在科研方面的表现和决策很大程度上决定了 你的长期战略。确定你已经使用了全部的科研力量。你可以在科技指南部分学到更多东西。现在，请点击生产界面，这是我们下一步要 学习的内容。 ;;;;;;;;;;X
TUTORIAL_1_A10_NAME;生产界面 ;;;;;;;;;;X
TUTORIAL_1_A10_DESC;这是生产界面。你可以在这里生产新的部队，要塞以及其它东西。你同样也在此界面中可以分配新工厂和管理运输船队。根据你的战略 目标对生产状况进行调整是取得胜利的关键。你还可以在生产指南部分学到更多东西。现在，请点击贸易界面。 ;;;;;;;;;;X
TUTORIAL_1_A11_NAME;外交界面 ;;;;;;;;;;X
TUTORIAL_1_A11_DESC;战争是政治的产物，而这就是你对国内政策和国际形势进行处理的地方。在这里，你可以加入，创建或是解散联盟，进行贸易谈判，用 武力让他国屈服，或是进行宣战和和谈。你甚至能通过影响他国政策或是直接颠覆其政府以提高与他国的外交关系。你也可以管理国内 政策或是任命你所偏爱的政府成员。外交指南部分可以为你带来更多内容，但是你大概需要结束这部分的指南内容。请点击统计界面。 ;;;;;;;;;;X
TUTORIAL_1_A12_NAME;统计界面 ;;;;;;;;;;X
TUTORIAL_1_A12_DESC;在民主兵工厂中，你永不会孤独。在你游戏的同时，其它一百多个国家也做着和你相似的事情。当你想知道关于这些问题的准确数据时 ，这就是你需要的地方。这里丰富的数据可能对一个新手来说过于庞大，但是你很快就能掌握它们，甚至会希望更多!请按下Enter键以 结束这部分游戏指南。 ;;;;;;;;;;X
TUTORIAL_1_A13_NAME;结束语 ;;;;;;;;;;X
TUTORIAL_1_A13_DESC;这是我们对民主兵工厂的简 要介绍。你可以通过自己基 本的理解来熟悉它。在接下 来的几章里，我们将循序渐 进地指导你进行学习。 ;;;;;;;;;;X
TUTORIAL_1_A14_NAME;外交栏 ;;;;;;;;;;X
TUTORIAL_1_A14_DESC;** ;;;;;;;;;;X
TUTORIAL_1_A15_NAME;统计栏 ;;;;;;;;;;X
TUTORIAL_1_A15_DESC;** ;;;;;;;;;;X
TUTORIAL_1_A16_NAME;省份信息 ;;;;;;;;;;X
TUTORIAL_1_A16_DESC;** ;;;;;;;;;;X
TUTORIAL_1_A17_NAME;陆军信息 ;;;;;;;;;;X
TUTORIAL_1_A17_DESC;** ;;;;;;;;;;X
TUTORIAL_1_A18_NAME;空军信息 ;;;;;;;;;;X
TUTORIAL_1_A18_DESC;** ;;;;;;;;;;X
TUTORIAL_1_A19_NAME;海军信息 ;;;;;;;;;;X
TUTORIAL_1_A19_DESC;** ;;;;;;;;;;X
TUTORIAL_1_A20_NAME;作战信息 ;;;;;;;;;;X
TUTORIAL_1_A20_DESC;** ;;;;;;;;;;X
TUTORIAL_1_A21_NAME;部队池(冰箱) ;;;;;;;;;;X
TUTORIAL_1_A21_DESC;** ;;;;;;;;;;X
TUTORIAL_1_A22_NAME;章节结束 ;;;;;;;;;;X
TUTORIAL_1_A22_DESC;** ;;;;;;;;;;X
TUTORIAL_1_A23_NAME;欢迎来到界面指南 ;;;;;;;;;;X
TUTORIAL_1_A23_DESC;在这一章节中，我们认识到 了游戏界面的各个问题，并 学会了如何管理和操作你的 部队。点击屏幕顶端右侧的 MENU按，然后选择退出，你 就能退出指南。 ;;;;;;;;;;X
TUTORIAL_1_A24_NAME;资源信息 ;;;;;;;;;;X
TUTORIAL_1_A24_DESC;** ;;;;;;;;;;X
TUTORIAL_1_A25_NAME;附加信息 ;;;;;;;;;;X
TUTORIAL_1_A25_DESC;** ;;;;;;;;;;X
TUTORIAL_1_A26_NAME;地图 ;;;;;;;;;;X
TUTORIAL_1_A26_DESC;** ;;;;;;;;;;X
TUTORIAL_1_A27_NAME;暂停及访问游戏目录 ;;;;;;;;;;X
TUTORIAL_1_A27_DESC;在屏幕的右上端，外交和统 计界面的附近，你可以找到 两个重要的按键-暂停键与 目录键。暂停键控制着时间 。HoI2的时间是经过大大浓 缩的，如果不中断时间进行 ，你在几秒中作出的决断和 计划在游戏历史上则可能是 经过好几天才开始执行。学 会通过频繁地按下暂停键以 控制游戏时间。另一个你要 学会的问题就是处理游戏时 间进行的快慢，在时间上用 鼠标右键点击就可以进行改 变。同样，你也可以使用键 盘上的<pause>以暂停时间 ，或是同时按下Ctrl与+/- 键以改变游戏速度。它在游 戏目录里是在储存游戏，改 变设置以及退出的菜单中进 行修改。 ;;;;;;;;;;X
TUTORIAL_1_A28_NAME;时间控制按键 ;;;;;;;;;;X
TUTORIAL_1_A28_DESC;** ;;;;;;;;;;X
TUTORIAL_1_A29_NAME;情报界面 ;;;;;;;;;;X
TUTORIAL_1_A29_DESC;这是情报界面。在这里你可以监视你的朋友和敌人，管理你的情报活动和安排反间谍手段。现在请点击科技界面。 ;;;;;;;;;;X
TUTORIAL_1_A30_NAME;贸易界面 ;;;;;;;;;;X
TUTORIAL_1_A30_DESC;这是贸易界面。在这里你可以进行贸易，管理运输船队，保持你的生产活动欣欣向荣。你也可以得到新的高级贸易AI的帮助，来帮助你 达成指定的目标。 ;;;;;;;;;;X
# Chapter 2 #######################;;;;;;;;;;;X
TUTORIAL_2_A1_NAME;生产 ;;;;;;;;;;X
TUTORIAL_2_A1_DESC;欢迎来到这部分指南。这一 章都是关于生产方面的问题 。我们将着眼于如何得到新 部队和设施，以及如何处理 经济和后勤问题。在此之前 ，我们需要对工业生产能力 (IC)进行一下深入认识，它 是你经济的基础。如果想退 出指南，请按下键盘上的ES C键。 ;;;;;;;;;;X
TUTORIAL_2_A2a_NAME;工业生产能力(IC) ;;;;;;;;;;X
TUTORIAL_2_A2a_DESC;你的工业生产能力主要建立于你所有省份中工厂的数量，但也有其它多种因素对其进行加成或是减成。为了让一个工厂有效运，你每天都需要 消耗2单位能源，1单位金属，和1/2单位稀有原料。这些资源能在你省份中自动生产出来，也可以通过与他国的贸易获得。现在让我们看一下某 个特定省份。请点击斯德丁(位于黄箭头右侧)以进入省份界面。 ;;;;;;;;;;X
TUTORIAL_2_A2_NAME;;;;;;;;;;;X
TUTORIAL_2_A2_DESC;现在看工厂图标。它显示了斯德丁地区的工厂数量。在它下面你能看到一行资源图标(金属、能源、石油和稀有材料)。它们显示了该省份每日 能生产多少资源。人力图标则表示了人力资源在这里的增长情况，它是建造和补充部队必须的。要建造工厂(或是其它设施)的话，仅仅需要发 出一个命令。现在就这么做，你的工厂已经进入生产行列中，这将以后要讲解的内容。 ;;;;;;;;;;X
TUTORIAL_2_A3_NAME;;;;;;;;;;;X
TUTORIAL_2_A3_DESC;在屏幕顶端部分，你能看到在你首都储存的资源数量。红色则表示该资源的供给低于消耗，储备也会减少。绿色则表示增长。在屏幕右上 端，显示了你的总IC量(浪费/修正后的IC/基础IC)。IC不能被储存，也不会因为进行生产而耗尽。因为它表现的是工业能力，所以只能被 使用或者闲置。像以前所说的那样，每个工厂每天消耗2单位能源，1单位金属和1/2单位稀有原料以提供1IC 。现在点击生产按键以进入生产界面。 ;;;;;;;;;;X
TUTORIAL_2_A4_NAME;生产界面概况 ;;;;;;;;;;X
TUTORIAL_2_A4_DESC;这是生产界面。你能在这里分配IC，作出生产命令，以及管理运输船队。这一大片空白区域就是你要建造的单位的生产栏，顶端的右侧则 是资源的收入状况和IC的分配状况。这这下面就是贸易，运输船队和资源仓库的概览。我们会逐一地解决这些问题的。 ;;;;;;;;;;X
TUTORIAL_2_A5_NAME;资源概况 ;;;;;;;;;;X
TUTORIAL_2_A5_DESC;你能在这里看到首都的资源储备情况和各种资源的日增长量。能源，金属和稀有原料被我们的工厂用来提供IC值。而石油和补给用以维持 军队。进行科研和外交活动对金钱有着要求。人力在建造和补充部队时是必需的。 ;;;;;;;;;;X
TUTORIAL_2_A6_NAME;IC分配滑杆 ;;;;;;;;;;X
TUTORIAL_2_A6_DESC;你可以通过这些滑杆来分配IC。将IC投入到消费品方面可以满足民众的需求，过多的消费品生产可以降低他们的不满度。将IC投入到生产 方面决定了新单位的生产状况。而补给则是你的部队必需品。将IC投入到补充方面则可以恢复受损部队的战力。而将IC投入到升级方面则 可以使现有部队升级。你在IC分配滑杆中能使用的总IC等于修正后的IC总量。 ;;;;;;;;;;X
TUTORIAL_2_A7_NAME;生产栏 ;;;;;;;;;;X
TUTORIAL_2_A7_DESC;你能在这里看到生产栏。当你正进行生产时，该项生产就会加入生产栏。如果你在省份界面中进行了任何建造工作，它也同样会加入生产 栏。生产栏的上方就是生产选项。现在点击以生产一支陆军部队。 ;;;;;;;;;;X
TUTORIAL_2_A8_NAME;生产命令 ;;;;;;;;;;X
TUTORIAL_2_A8_DESC;你能在这里选择生产何种单位。这些单位的信息都显示在右端。单位名称旁边括号内的缩写则表明了你正在建造什么单位，图标和图片同 样也显示单位的信息。连续生产和平行生产是生产同一类单位时所能进行的选择。连续生产是指在第一个生产项目结束后再进行第二项生 产，如果生产不被打断的话，生产速度将会逐渐加快；而平行生产则是同时进行多个项目的生产。现在开始生产吧。 ;;;;;;;;;;X
TUTORIAL_2_A9_NAME;生产行列 ;;;;;;;;;;X
TUTORIAL_2_A9_DESC;你决定进行生产的单位将会在生产行列中显示出来，生产行列中的顺序则体现了生产的优先权，通过使用箭头按键可以调整单位的优先级 ，而按下X则可以取消命令。部队版面的颜色表示了生产状况，绿色版面表示生产状况完全正常，黄色版面表示缺乏资源，而红色版面则 表示生产完全停顿。如果你拥有足够的资源，就意味着你能将更多的IC投入到生产上，使生产行列中的单位能够更快地完成。 ;;;;;;;;;;X
TUTORIAL_2_A10_NAME;转换和支出 ;;;;;;;;;;X
TUTORIAL_2_A10_DESC;在这里你可以决定你的转换效率，例如合成染料，同时还可以控制支出。你可以阅读弹出框获得更多信息。 ;;;;;;;;;;X
TUTORIAL_2_A12_NAME;部队池(冰箱) ;;;;;;;;;;X
TUTORIAL_2_A12_DESC;绝大多数生产完毕的单位都会被移出生产栏，然后被放置在部队池(冰箱)中。部队池(冰箱)按键是在地图界面中的。通过它，你可以配 置部队，或是将其布置在自己的省份上，或是加强给其它部队。而那些定点于某特定省份生产的设施则会自动地分配给该省份。 ;;;;;;;;;;X
TUTORIAL_2_A13_NAME;;;;;;;;;;;X
TUTORIAL_2_A13_DESC;;;;;;;;;;;X
TUTORIAL_2_A14_NAME;;;;;;;;;;;X
TUTORIAL_2_A14_DESC;;;;;;;;;;;X
TUTORIAL_2_A15_NAME;结束语 ;;;;;;;;;;X
TUTORIAL_2_A15_DESC;生产章节结束了。你现在已 经理解了工业生产能力(IC) 和资源的功用，以及它们对 你的经济所起的重要作用。 你必须合理分配好你的IC以 建造部队或设施。 ;;;;;;;;;;X
# Chapter 3 #######################;;;;;;;;;;;X
TUTORIAL_3_A1_NAME;外交 ;;;;;;;;;;X
TUTORIAL_3_A1_DESC;欢迎来到外交指南部分。在 这部分中，我们将关注于外 交界面，并学到如何处理国 际事务和内政问题。现在， 关闭这段对话，按下外交图 标，开始我们的课程。如果 想退出指南，请按下键盘上 的ESC键。 ;;;;;;;;;;X
TUTORIAL_3_A2_NAME;概况 ;;;;;;;;;;X
TUTORIAL_3_A2_DESC;这是外交界面。你在这里可以进行最为重要的长期决断和至关紧要的短期决定。你在这里可以宣战、和谈，进行贸易洽谈，也可以对国 内政策和政府官员进行调整。左边是国家浏览，右边则是国家信息。国家信息的上半部是外交部分，而下半部是政府成员和国内政策。 ;;;;;;;;;;X
TUTORIAL_3_A3_NAME;国家浏览 ;;;;;;;;;;X
TUTORIAL_3_A3_DESC;国家浏览列出了游戏中存在的所有国家，你可以在这里选择究竟与哪个国家进行谈判。在顶端有你自己国家的旗帜。这里也有国家联盟 -同盟国，轴心国以及共产国际，或者按所处的大洲区分。选择一个国家进行交涉只需要点击其国旗。也可以点击自己的国旗进行对国 内政策的处理。值得注意的是，你也可以通过省份界面进行交涉。现在，点击顶端的大旗选择自己的国家。 ;;;;;;;;;;X
TUTORIAL_3_A4_NAME;国家信息 ;;;;;;;;;;X
TUTORIAL_3_A4_DESC;这部分显示了所选国家的外交状况。这里有政府形态(当然也包括了国家的意识形态)。每种形态的政府都有自己的优缺点。在进行长期 战略的规划前，熟悉自己的政府形态是必要的。好战性反映了国家的侵略性，这项数值越高，这个国家就越容易发动战争。右边就是外 交行动。因为这里并没有足够多的选项，我们就把他放在本章的后面。 ;;;;;;;;;;X
TUTORIAL_3_A5_NAME;国家信息-外交活动 ;;;;;;;;;;X
TUTORIAL_3_A5_DESC;在国家信息下面，是对国家外交活动的完整描述。在这里表示德国已经处在战争状态，并同芬兰一起对抗苏联。在同他国进行外交交涉 之前，请确定你了解其情况和行为，这是因为你的外交活动不仅仅影响到它，更影响到它的同盟国和敌国。 ;;;;;;;;;;X
TUTORIAL_3_A6_NAME;政府 ;;;;;;;;;;X
TUTORIAL_3_A6_DESC;这是你的现政府。每个部长都能在他的负责范围内对国家的某方面带来加成或是惩罚。将鼠标停留在头像上，看一下他们对国家的影响 。如果你要更换部长的话，只需要点击他并选择可能的候选人。值得注意的是，在更换部长后，不满度会小幅度上升。而候选人是根据 政府的政策发生变化的，在游戏中可能有彻底的变化。在进行下一步之前试着更换一下部长。 ;;;;;;;;;;X
TUTORIAL_3_A7_NAME;国内政策 ;;;;;;;;;;X
TUTORIAL_3_A7_DESC;这些滑杆控制着一个国家的国内政策。将鼠标停留在滑杆上，你能看到这项政策所造成的影响。除了加成和惩罚之外，国内政策还决定 了政府形态及部长的候选人。你可以每年对国内政策进行一次修改。 ;;;;;;;;;;X
TUTORIAL_3_A7a_NAME;国家理念 ;;;;;;;;;;X
TUTORIAL_3_A7a_DESC;国家理念是你国家的特色和基础。你可以选择的理念取决于你的政策互动条和政府类型。 ;;;;;;;;;;X
TUTORIAL_3_A8a_NAME;其他国家 ;;;;;;;;;;X
TUTORIAL_3_A8a_DESC;在游戏中，每个国家都与世界上的其它国家保持着一定的关系度。点击国家浏览中的其它国家，你就可以看到这个关系值，它表示了你们俩的 关系如何，这个关系可通过外交行动进行调整。留心右侧的外交行动栏，值得注意的是，你能与它进行何种外交活动取决于两国之间的关系。 ;;;;;;;;;;X
TUTORIAL_3_A8_NAME;外交活动 ;;;;;;;;;;X
TUTORIAL_3_A8_DESC;许多外交活动都与金钱联系在一起。因此拥有一定的现金储备是十分重要的。将鼠标停留在不同的行动上，你就能看到关于该行动有何作用及 将会耗费多少金钱。某些外交活动需要在一段时间后才能起作用。而绝大多数行动都有着自己的成功率，只不过成功率有时是隐藏着的。 ;;;;;;;;;;X
TUTORIAL_3_A9_NAME;贸易协定 ;;;;;;;;;;X
TUTORIAL_3_A9_DESC;在这个指南中，我们将不会向你指出所有的行动应该如何开展。但我们会向你展示最有价值的一部分。贸易协定就是其中之一。通过贸 易协定，你可以同其它国家进行一对一的资源交换。如果贸易协定被双方所接受，那么在它终止之前的每一天都会进行资源的交换。贸 易协定对你经济的平衡起着巨大的作用。 ;;;;;;;;;;X
TUTORIAL_3_A10_NAME;宣战与和谈 ;;;;;;;;;;X
TUTORIAL_3_A10_DESC;当你决定宣战时，需要做的仅仅是点下宣战按键并进行确认。如果你的一个盟国遭到攻击，你也有可能被迫加入战争。为了结束战争， 你可以进行和谈或是接受敌国的和平条件。战争分数将显示出这场战争的局势，并决定你在谈判桌上采取何种行动。作为和平的代价， 一个国家可能被吞并(如果它被完全征服)或是被傀儡。傀儡国仍然能控制自己，但必须向它的控制国提供IC和军队。 ;;;;;;;;;;X
TUTORIAL_3_A11_NAME;展开谈判 ;;;;;;;;;;X
TUTORIAL_3_A11_DESC;进行谈判同贸易协定很相似，但是它只是一次性的交易。在谈判中你可以同他国进行资源，科技蓝图，省份的交换。但蓝图只能在盟国 之间交易。 ;;;;;;;;;;X
TUTORIAL_3_A12_NAME;;;;;;;;;;;X
TUTORIAL_3_A12_DESC;;;;;;;;;;;X
TUTORIAL_3_A13_NAME;;;;;;;;;;;X
TUTORIAL_3_A13_DESC;;;;;;;;;;;X
TUTORIAL_3_A14_NAME;结束语 ;;;;;;;;;;X
TUTORIAL_3_A14_DESC;外交章节结束了。你现在已 经对这个界面有了全面的了 解，对如何在国内外采取行 动也有了一个基本认识。 ;;;;;;;;;;X
# Chapter 4 #######################;;;;;;;;;;;X
TUTORIAL_4_A1_NAME;科技 ;;;;;;;;;;X
TUTORIAL_4_A1_DESC;欢迎来到科技指南部分。在 这部分中，我们将关注于如 何研发新科技。科学研究在 一个长时间的游戏中是至关 重要的部分。你必须将其视 为长期战略的重要组成部分 。现在，关闭这段对话，按 下科技图标，开始我们的课 程。如果想退出指南，请按 下键盘上的ESC键。 ;;;;;;;;;;X
TUTORIAL_4_A2_NAME;概况 ;;;;;;;;;;X
TUTORIAL_4_A2_DESC;这是技术窗口，这里你将可以组织进行研发以得到新的单位型号，新的加成奖励和新的作战能力。所有的研究是由指定给你的科研小组完成的 。你可以同时最多组织５个科研小组工作，这取决于你的工业生产能力(IC)，但在本教程中你只有一个科研小组，你的小组列表在窗口左边， 不过现在还没有指定任何科研小组。你可以点击空的圆圈指派一个科研小组。 ;;;;;;;;;;X
TUTORIAL_4_A3_NAME;科技组 ;;;;;;;;;;X
TUTORIAL_4_A3_DESC;这是你的国家科研团队清单，显示一共有多少个可用的科研小组。注意每个科研小组都有一个技术等级和几个经验特长领域（由方形图标表示 ）。经鼠标指针点在特长领域图标上可以看到它代表的内容。技术等级将决定科技研发需要的时间和研究需要的经费。不对研究经费做任何限 制将极大地缩短研发的周期。现在，随便选择一个科研小组将其指定为你唯一的科研团队。 ;;;;;;;;;;X
TUTORIAL_4_A4_NAME;;;;;;;;;;;X
TUTORIAL_4_A4_DESC;你现在已经指派了一个科研小组，你的国家能同时支持的科研小组数决定于你的工业生产能力。最少也可以拥有一个，最多可以拥有５个。看 到那个＄标志没？当其标志是绿色时，表示科研小组得到了全部的经费，可以全力进行研发，现在点击右上角的步兵按钮来查看你的步兵已经 拥有哪些先进军事技术，思想和装备。 ;;;;;;;;;;X
TUTORIAL_4_A5_NAME;科技树 ;;;;;;;;;;X
TUTORIAL_4_A5_DESC;你可以看到，每种科技有一个代表的图标，其颜色有绿、灰、蓝三种，绿色图标代表你已经掌握了该项科技，灰色代表当前不能使用的科技， 而蓝色代表当前可以研发的科技。所有的科技都处在树形科技链当中，要使灰色的科技变为科研发状态，你必须先研究科技树上所有相关的前 提科技。现在点击海军学说的按钮。 ;;;;;;;;;;X
TUTORIAL_4_A5a_NAME;科技树 ;;;;;;;;;;X
TUTORIAL_4_A5a_DESC;这里你可以看到连接科技树不同部分的宽箭头，宽箭头表示有不同的路线可选择。选择一条路线将立刻使游戏中其他分支的路线不可再选择。 在这个例子中，选择了海狼学说就使得保存舰队学说和基地打击学说不能再被研发。锁定的发展方向由红叉加以标示排除。请注意有些科技在 科技树中会多次出现。现在请点击<先进潜艇管制>卷标。 ;;;;;;;;;;X
TUTORIAL_4_A6_NAME;;;;;;;;;;;X
TUTORIAL_4_A6_DESC;现在你看到的是科技的全名，在获得该科技前必须完成５个部分的研发工作，尽量使５个部分的工作符合科研小组的特长领域以优化研究时间 。你还可以看看你是否可以交易科技的蓝图。蓝图可以通过外交中的协商谈判得到，并能极大地缩短研究的时间。右边是科技完成后所能带来 的全部效果的清单。点击“开始研究”来开始科研。 ;;;;;;;;;;X
TUTORIAL_4_A7_NAME;;;;;;;;;;;X
TUTORIAL_4_A7_DESC;这是科研进度一览，显示更进一步的研发中的工作。顶端的进度条显示全部的进度，每个部分的工作也有其进度条。当所有５个部分都完成后 ，该科研完成，所有的效果开始发挥作用。现在点击“取消科研项目”。 ;;;;;;;;;;X
TUTORIAL_4_A8_NAME;;;;;;;;;;;X
TUTORIAL_4_A8_DESC;现在，点击“秘密武器”选项。 ;;;;;;;;;;X
TUTORIAL_4_A9_NAME;秘密武器 ;;;;;;;;;;X
TUTORIAL_4_A9_DESC;研究领域之一的秘密武器领域，稍有些不同。为开始这一领域的研究，你不仅需要掌握所有先决的科技，而且需要发生某一特殊事件从而促使 这一科技的研发成为可能。你可以将鼠标放在<？>图标上，看看该科技需要的先决科技是什么。现在，让我们继续，点击“总览”。 ;;;;;;;;;;X
TUTORIAL_4_A10_NAME;纵览窗口 ;;;;;;;;;;X
TUTORIAL_4_A10_DESC;总览显示通过科研能获得的最重要的效果。当进行战略决策和判断哪个科技应该优先发展时，可以参考这一页。 ;;;;;;;;;;X
TUTORIAL_4_A11_NAME;结束语 ;;;;;;;;;;X
TUTORIAL_4_A11_DESC;科技章节结束了。你已经知 道如何指派科研团队进行科 技研发工作。 ;;;;;;;;;;X
# Chapter 5 #######################;;;;;;;;;;;X
TUTORIAL_5_A1_NAME;作战基本知识 ;;;;;;;;;;X
TUTORIAL_5_A1_DESC;在这一章里，你可以了解一 些基本情况，例如下命令和 理解补给线的重要性。在最 初的简要介绍后，我们会让 你自由行动。工具条已经被 锁定了。所以你可以将注意 力放在部队运作上而不考虑 其它复杂问题。你可能在第 一次尝试不能取得胜利，但 不要灰心。再试一下，并详 细理解简介，这样你才能获 取所有重要信息。如果想退 出指南，请按下键盘上的ES C键。 ;;;;;;;;;;X
TUTORIAL_5_A2_NAME;概况 ;;;;;;;;;;X
TUTORIAL_5_A2_DESC;请注意地图。就像你看到的那样，在这个场景中有七个省份。波兰控制了但泽，波兹南那和。余下的就是你的。你的目标是驱逐波兰军队并控 制所有省份。从左下角的按键中选择政治地图模式，看一下省份的主人究竟是谁。 ;;;;;;;;;;X
TUTORIAL_5_A3_NAME;部队 ;;;;;;;;;;X
