#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;x
EE_BVAS;同%s的附属国关系解除。 ;;;;;;;;;;X
EE_ROY;与%s建立了皇室联姻。 ;;;;;;;;;;X
EE_VAS;使%s成为附属国。 ;;;;;;;;;;X
EE_ALL;与%s联盟。 ;;;;;;;;;;X
EE_INHERIT;继承了%s的王国。 ;;;;;;;;;;X
EE_CASH;%s%d$ ;;;;;;;;;;X
EE_MANPOWER;兵源：%s%d ;;;;;;;;;;X
EE_RELATIVE_MANPOWER;总人口的%s%d\%%直接转变成兵源。 ;;;;;;;;;;X
EE_LANDTECH;陆地投资：%s%d ;;;;;;;;;;X
EE_NAVALTECH;海洋投资：%s%d ;;;;;;;;;;X
EE_INFRATECH;基础建设投资：%s%d ;;;;;;;;;;X
EE_TRADETECH;贸易投资：%s%d ;;;;;;;;;;X
EE_STABILITY;稳定性：%s%d ;;;;;;;;;;X
EE_DIPLOMAT;外交：%s%d ;;;;;;;;;;X
EE_COLONIST;殖民者：%s%d ;;;;;;;;;;X
EE_MERCHANT;商人：%s%d ;;;;;;;;;;X
EE_MISSIONARY;传教士：%s%d ;;;;;;;;;;X
EE_CONQUISTADOR;在%s获得征服者。 ;;;;;;;;;;X
EE_EXPLORER;在%s获得探险家。 ;;;;;;;;;;X
EE_LEADER;得到%s的帮助。 ;;;;;;;;;;X
EE_MONARCH;让%s成为国家的领袖。 ;;;;;;;;;;X
EE_SLEADER;将领%s不存在了。 ;;;;;;;;;;X
EE_SMONARCH;让%s成为历史吧！ ;;;;;;;;;;X
EE_TAG;发现%s的国度 ;;;;;;;;;;X
EE_RELATION;与%s的关系是：%s%d ;;;;;;;;;;X
EE_GAIN_MANU;在%s获得工厂 ;;;;;;;;;;X
EE_LOSE_MANU;失去在%s的工厂 ;;;;;;;;;;X
EE_INFANTRY;获得%d个步兵部队在%s ;;;;;;;;;;X
EE_CAVALRY;获得%d个骑兵部队在%s ;;;;;;;;;;X
EE_ARTILLERY;获得%d个炮兵团在%s ;;;;;;;;;;X
EE_WARSHIPS;获得%d战舰在%s ;;;;;;;;;;X
EE_GALLEYS;获得%d大帆船在%s ;;;;;;;;;;X
EE_TRANSPORTS;获得%d运输舰在%s地区 ;;;;;;;;;;X
EE_TRIGGER;引发‘%s’事件。 ;;;;;;;;;;X
EE_SLEEP;‘%s’事件将不再发生。 ;;;;;;;;;;X
EE_VP;%s%d胜利点。 ;;;;;;;;;;X
EE_CB;获得对%s开战的理由，在未来%d个月里可随时开战。 ;;;;;;;;;;X
EE_CAPITAL;迁都到%s。 ;;;;;;;;;;X
EE_BANK;建立国家银行。 ;;;;;;;;;;X
EE_STOCK;建立国家证券市场。 ;;;;;;;;;;X
EE_ADDCORE;%s将被视为你的核心省份。 ;;;;;;;;;;X
EE_REMCORE;%s将不再是你的核心省份。 ;;;;;;;;;;X
EE_COT;贸易中心在%s建立。 ;;;;;;;;;;X
EE_SECEDE;%s脱离原先的国家加入了%s。 ;;;;;;;;;;X
EE_A_CUL;使%s成为国家文化 \n;;;;;;;;;;X
EE_R_CUL;%s不再是国家文化 \n;;;;;;;;;;X
EE_LOAN;债务规模现在是%d$ \n;;;;;;;;;;X
EE_GAIN_BUILDING;获得%s在%s ;;;;;;;;;;X
EE_LOSE_BUILDING;失去%s在%s ;;;;;;;;;;X
EE_WAR;同%s作战。 ;;;;;;;;;;X
EE_INDY;同意%s独立。 ;;;;;;;;;;X
EE_TECH;将科技组转到对%s的研究 ;;;;;;;;;;X
EE_PURGE;最不忠诚的%d个部长和%d个军官将被处死。 ;;;;;;;;;;X
EE_DISSENT;国民不满度改变了%d。 ;;;;;;;;;;X
EE_REGIME_FALLS;当前政权垮台！ ;;;;;;;;;;X
EE_LEADER_SKILL;%s获得%d技能。 ;;;;;;;;;;X
EE_MINISTER_SKILL;未使用的命令 ;;;;;;;;;;X
EE_CIVIL_WAR;国家陷入内战！ ;;;;;;;;;;X
EE_STEAL_TECH;窃取‘%s’的科技蓝图从以下国家：%s。 ;;;;;;;;;;X
EE_RESEARCH_SABOTAGED;我们的一个科研计划被破坏了！ ;;;;;;;;;;X
EE_DETECT_UNITS;发现%d支敌军来自%s。 ;;;;;;;;;;X
EE_LEADER_LOY;%s的忠诚度显现了！ ;;;;;;;;;;X
EE_MINISTER_LOY;%s的忠诚度显现了！ ;;;;;;;;;;X
EE_INDUSTRY;%s的IC改变了%d。 ;;;;;;;;;;X
EE_FLAK;%s的防空设施改变了%d个等级。 ;;;;;;;;;;X
EE_INFRA;%s的基础设施改变了%d。 ;;;;;;;;;;X
EE_COASTAL_FORT;%s的海防工事等级改变了%d。 ;;;;;;;;;;X
EE_LAND_FORT;%s的地面防御工事等级改变了%d。 ;;;;;;;;;;X
EE_PEACE;与%s议和。 ;;;;;;;;;;X
EE_SUPPLY_POOL;补给储存量改变了%d。 ;;;;;;;;;;X
EE_METAL_POOL;金属储存量改变了%d。 ;;;;;;;;;;X
EE_ENERGY_POOL;能源储存量改变了%d。 ;;;;;;;;;;X
EE_OIL_POOL;石油储存量改变了%d。 ;;;;;;;;;;X
EE_RARE_MATERIALS_POOL;稀有原料储存量改变了%d。 ;;;;;;;;;;X
EE_KEYPOINTS;%s的胜利点改变了%d。 ;;;;;;;;;;X
EE_WAR_ENTRY;%s的参战倾向改变了%d。 ;;;;;;;;;;X
EE_WAR_ENTRY_US;参战倾向改变了%d。 ;;;;;;;;;;X
EE_MAKE_PUPPET;%s建立了一个傀儡国。 ;;;;;;;;;;X
EE_COUP_NATION;%s发生政变。 ;;;;;;;;;;X
EE_ACCESS;获得%s的军事通行权。 ;;;;;;;;;;X
EE_SMINISTER;部长%s不存在了。 ;;;;;;;;;;X
EE_STEAM;科研小组%s不存在了。 ;;;;;;;;;;X
EE_WTEAM;科研小组%s现在出现了。 ;;;;;;;;;;X
EE_GAIN_TECH;获得‘%s’科技的蓝图。 ;;;;;;;;;;X
EE_SWITCH_ALLEGIANCE;部队%s叛逃到%s方去了。 ;;;;;;;;;;X
EE_NOW;;;;;;;;;;;X
EE_ON_UPGRADE;(U) ;;;;;;;;;;X
EE_US;我方 ;;;;;;;;;;X
EE_THEM;敌方 ;;;;;;;;;;X
EE_APPLICATION;应用 ;;;;;;;;;;X
EE_THEORETICAL;理论 ;;;;;;;;;;X
EE_TOTAL;合计 ;;;;;;;;;;X
EE_SUPPLIES;补给 ;;;;;;;;;;X
EE_ENERGY_TO_OIL;能源转石油 ;;;;;;;;;;X
EE_OIL_TO_RARE_MATERIALS;石油转稀有原料 ;;;;;;;;;;X
EE_SOFT_ATTACK;非装甲攻击 ;;;;;;;;;;X
EE_HARD_ATTACK;装甲攻击 ;;;;;;;;;;X
EE_AIR_ATTACK;对空攻击 ;;;;;;;;;;X
EE_NAVAL_ATTACK;对海攻击 ;;;;;;;;;;X
EE_CONVOY_ATTACK;对输送船队攻击 ;;;;;;;;;;X
EE_SUB_ATTACK;对潜攻击 ;;;;;;;;;;X
EE_STRATEGIC_ATTACK;战略轰炸能力 ;;;;;;;;;;X
EE_GROUND_DEFENSE;地面防御能力 ;;;;;;;;;;X
EE_AIR_DEFENSE;防空能力 ;;;;;;;;;;X
EE_NAVAL_DEFENSE;海防能力 ;;;;;;;;;;X
EE_BUILD_COST;花费 ;;;;;;;;;;X
EE_BUILD_TIME;时间 ;;;;;;;;;;X
EE_REQ_MANPOWER;兵源 ;;;;;;;;;;X
EE_SPEED;速度 ;;;;;;;;;;X
EE_SPEED_CAP_ART;炮兵团速度上限 ;;;;;;;;;;X
EE_SPEED_CAP_AT;反坦克团速度上限 ;;;;;;;;;;X
EE_SPEED_CAP_AA;防空团速度上限 ;;;;;;;;;;X
EE_SPEED_CAP_ENG;工兵团速度上限 ;;;;;;;;;;X
EE_MAX_ORG;最大组织度 ;;;;;;;;;;X
EE_MORALE;士气 ;;;;;;;;;;X
EE_SUPPLY_CONSUMPTION;补给消耗量 ;;;;;;;;;;X
EE_FUEL_CONSUMPTION;油料消耗量 ;;;;;;;;;;X
EE_RANGE;作战半径 ;;;;;;;;;;X
EE_VISIBILITY;能见度 ;;;;;;;;;;X
EE_AIR_DETECTION;空中侦察 ;;;;;;;;;;X
EE_SURFACE_DETECTION;水面侦查 ;;;;;;;;;;X
EE_SUB_DETECTION;潜艇侦查 ;;;;;;;;;;X
EE_TRANSPORT_CAPACITY;运输能力 ;;;;;;;;;;X
EE_AIRCRAFT_CAPACITY;飞机容量 ;;;;;;;;;;X
EE_NEW_MODEL;新型号 ;;;;;;;;;;X
EE_ACTIVATE_UNIT_TYPE;激活新兵种 ;;;;;;;;;;X
EE_NUCLEAR_CARRIER;潜艇现在可以装载核弹 ;;;;;;;;;;X
EE_ABOMB_ALLOWED;我们现在可以制造原子弹 (如果我们已经对反应堆做了足够的测试) ;;;;;;;;;;X
EE_MAX_REACTOR_SIZE;反应堆最大规模： ;;;;;;;;;;X
EE_MISSILE_CARRIER;潜艇可以发射导弹 ;;;;;;;;;;X
EE_MINISUB_BONUS;袖珍潜艇加成 ;;;;;;;;;;X
EE_SURPRISE;奇袭概率 ;;;;;;;;;;X
EE_INTELLIGENCE;获取情报概率 ;;;;;;;;;;X
EE_ARMY_DETECTION;部队发现的概率 ;;;;;;;;;;X
EE_AA_BATTERIES;对空火力 ;;;;;;;;;;X
EE_RESEARCH_COST;研发花费 ;;;;;;;;;;X
EE_RESEARCH_TIME;研发时间 ;;;;;;;;;;X
EE_RESEARCH_POS_OFFSET;研发最大时间上限 ;;;;;;;;;;X
EE_RESEARCH_NEG_OFFSET;研发最大时间下限 ;;;;;;;;;;X
EE_INDUSTRIAL_MULTIPLIER;工业增效器 ;;;;;;;;;;X
EE_INDUSTRIAL_MODIFIER;工业效率 ;;;;;;;;;;X
EE_NUKE_LEVEL;原子弹类型 ;;;;;;;;;;X
EE_CARRIER_LEVEL;航母学说 ;;;;;;;;;;X
EE_DEACTIVATE_TECH;失效科技 ;;;;;;;;;;X
EE_LAND_FORT_EFF;陆上要塞效率 ;;;;;;;;;;X
EE_COAST_FORT_EFF;海防要塞效率 ;;;;;;;;;;X
EE_CONVOY_DEF_EFF;运输护航效率 ;;;;;;;;;;X
EE_GROUND_DEF_EFF;地面防御效率 ;;;;;;;;;;X
EE_BLIZZARD_ATTACK;暴风雪攻击 ;;;;;;;;;;X
EE_SNOW_ATTACK;雪天攻击 ;;;;;;;;;;X
EE_FROZEN_ATTACK;严寒攻击 ;;;;;;;;;;X
EE_RAIN_ATTACK;雨天攻击 ;;;;;;;;;;X
EE_STORM_ATTACK;暴风雨攻击 ;;;;;;;;;;X
EE_MUDDY_ATTACK;泥泞攻击 ;;;;;;;;;;X
EE_NIGHT_ATTACK;夜间攻击 ;;;;;;;;;;X
EE_DESERT_ATTACK;沙漠攻击 ;;;;;;;;;;X
EE_MOUNTAIN_ATTACK;山地攻击 ;;;;;;;;;;X
EE_HILL_ATTACK;丘陵攻击 ;;;;;;;;;;X
EE_FOREST_ATTACK;森林攻击 ;;;;;;;;;;X
EE_JUNGLE_ATTACK;丛林攻击 ;;;;;;;;;;X
EE_SWAMP_ATTACK;沼泽攻击 ;;;;;;;;;;X
EE_URBAN_ATTACK;巷战 ;;;;;;;;;;X
EE_RIVER_ATTACK;渡河攻击 ;;;;;;;;;;X
EE_SHORE_ATTACK;抢滩攻击 ;;;;;;;;;;X
EE_PARADROP_ATTACK;伞兵攻击 ;;;;;;;;;;X
EE_FORT_ATTACK;要塞攻击 ;;;;;;;;;;X
EE_BLIZZARD_DEFENSE;暴风雪防御 ;;;;;;;;;;X
EE_SNOW_DEFENSE;雪天防御 ;;;;;;;;;;X
EE_FROZEN_DEFENSE;严寒防御 ;;;;;;;;;;X
EE_RAIN_DEFENSE;雨天防御 ;;;;;;;;;;X
EE_STORM_DEFENSE;暴风雨防御 ;;;;;;;;;;X
EE_MUDDY_DEFENSE;泥泞防御 ;;;;;;;;;;X
EE_NIGHT_DEFENSE;夜间防御 ;;;;;;;;;;X
EE_DESERT_DEFENSE;沙漠防御 ;;;;;;;;;;X
EE_MOUNTAIN_DEFENSE;山地防御 ;;;;;;;;;;X
EE_HILL_DEFENSE;丘陵防御 ;;;;;;;;;;X
EE_FOREST_DEFENSE;森林防御 ;;;;;;;;;;X
EE_JUNGLE_DEFENSE;丛林防御 ;;;;;;;;;;X
EE_SWAMP_DEFENSE;沼泽防御 ;;;;;;;;;;X
EE_URBAN_DEFENSE;城市防御 ;;;;;;;;;;X
EE_BLIZZARD_MOVE;暴风雪行军 ;;;;;;;;;;X
EE_SNOW_MOVE;雪天行军 ;;;;;;;;;;X
EE_FROZEN_MOVE;严寒行军 ;;;;;;;;;;X
EE_RAIN_MOVE;雨天行军 ;;;;;;;;;;X
EE_STORM_MOVE;暴风雨行军 ;;;;;;;;;;X
EE_MUDDY_MOVE;泥泞行军 ;;;;;;;;;;X
EE_NIGHT_MOVE;夜间行军 ;;;;;;;;;;X
EE_DESERT_MOVE;沙漠行军 ;;;;;;;;;;X
EE_MOUNTAIN_MOVE;山地行军 ;;;;;;;;;;X
EE_HILL_MOVE;丘陵行军 ;;;;;;;;;;X
EE_FOREST_MOVE;森林行军 ;;;;;;;;;;X
EE_JUNGLE_MOVE;丛林行军 ;;;;;;;;;;X
EE_SWAMP_MOVE;沼泽行军 ;;;;;;;;;;X
EE_URBAN_MOVE;城市行军 ;;;;;;;;;;X
EE_ALLOW_DIG_IN;我们的部队在不行军时将挖掘工事。 ;;;;;;;;;;X
EE_HQ_SUPPLY_EFF;HQ补给加成：%s%.1f\%% \n;;;;;;;;;;X
EE_HQ_COMBAT_EVENT_CHANCE;HQ附近战术触发几率增加: %+.1f\n;;;;;;;;;;X
EE_DOMESTIC;我们的内政方针转变了%d向%s。 ;;;;;;;;;;X
EE_SET_DOMESTIC;政策‘%s’被设定为%d。 ;;;;;;;;;;X
EE_COUNTERATTACK;反攻几率：%s%.1f\%% \n;;;;;;;;;;X
EE_ASSAULT;突袭几率：%s%.1f\%% \n;;;;;;;;;;X
EE_ENCIRCLEMENT;包围几率：%s%.1f\%% \n;;;;;;;;;;X
EE_AMBUSH;伏击几率：%s%.1f\%% \n;;;;;;;;;;X
EE_DELAY;阻击几率：%s%.1f\%% \n;;;;;;;;;;X
EE_TACTICAL_WITHDRAWAL;战术撤退几率：%s%.1f\%% \n;;;;;;;;;;X
EE_BREAKTHROUGH;突破几率：%s%.1f\%% \n;;;;;;;;;;X
EE_ADD_CORPS;%s已在%s地区集结待命。 ;;;;;;;;;;X
EE_ADD_DIVISION;新的%s到达。 ;;;;;;;;;;X
EE_REMOVE_DIVISION;%s部队在这个剧情中消失。 ;;;;;;;;;;X
EE_ALLOW_GAS_ATTACK;我们现在可以对我们的敌人使用毒气。 ;;;;;;;;;;X
EE_ALLOW_GAS_PROTECTION;我们发展了相应的防御毒气措施。 ;;;;;;;;;;X
EE_TC_MOD;TC修正：%s%.1f\%% \n;;;;;;;;;;X
EE_TC_OCCUPIED_MOD;占领地区TC修正：%s%.1f\%% \n;;;;;;;;;;X
EE_ATTRITION_MOD;损耗修正：%s%.1f\%% \n;;;;;;;;;;X
EE_SUPPLY_DIST_MOD;远距离补给修正：%s%.1f\%% \n;;;;;;;;;;X
EE_REPAIR_MOD;维修修正：%s%.1f\%% \n;;;;;;;;;;X
EE_RESEARCH_MOD;科研修正：%s%.1f\%% \n;;;;;;;;;;X
EE_RADAR_EFF;雷达站效率：%+.1f\%% \n;;;;;;;;;;X
EE_SCRAP_MODEL;%s：旧型号"%s"已经退役。 ;;;;;;;;;;X
EE_ALLOW_BUILDING;我们现在可以修建新设施：%s ;;;;;;;;;;X
EE_BUILDING_EFF_MOD;%s有效性加成：%+.1f\%% \n;;;;;;;;;;X
EE_BUILDING_PROD_MOD;%s修建加成：%+.1f\%% \n;;;;;;;;;;X
EE_CONVOY_PROD_MOD;%s修建加成：%+.1f\%% \n;;;;;;;;;;X
EE_INFO_MAY_CAUSE;将引向‘%s’的研究。 ;;;;;;;;;;X
EE_ACTIVATE_TECH;现在可以研究%s科技了。 ;;;;;;;;;;X
EE_TASK_EFFICIENCY;%s效率：%+.1f\%% \n;;;;;;;;;;X
EE_MAX_POSITIONING;%s：最大战场布置能力%+.1f\%% \n;;;;;;;;;;X
EE_MIN_POSITIONING;%s：最小战场布置能力%+.1f\%% \n;;;;;;;;;;X
EE_ADD_PROV_RESOURCE;%s的%s产量改变了%+.0f \n;;;;;;;;;;X
EE_BELLIGERENCE;%s的好战性：%s%.1f\%% \n;;;;;;;;;;X
EE_LOCK_DIVISION;%s不能移动或被重新配置。 ;;;;;;;;;;X
EE_UNLOCK_DIVISION;%s现在能移动和重新配置了。 ;;;;;;;;;;X
EE_DAMAGE_DIVISION;%s的兵力：%s%d\%% ;;;;;;;;;;x
EE_DISORG_DIVISION;%s的组织度：%s%d\%% ;;;;;;;;;;x
#;;;;;;;;;;;x
EE_NUKE_PROD;核弹生产速度加倍 ;;;;;;;;;;x
EE_NUKE_DAMAGE;核弹伤害+ ;;;;;;;;;;x
#;;;;;;;;;;;x
EE_GLEADER;指挥官 %s 被派给 %s ;;;;;;;;;;x
EE_LEADER_ADD_SKILL;%s技能增加%d ;;;;;;;;;;X
EE_LEADER_REMOVE_SKILL;%s技能减少%d ;;;;;;;;;;X
EE_LEADER_TRAIT;%s获得特性%s ;;;;;;;;;;X
EE_LEADER_LOST_TRAIT;%s失去特性%s ;;;;;;;;;;X
EE_TEAM_SKILL;%s技能变为%d ;;;;;;;;;;X
EE_TEAM_ADD_SKILL;%s技能增加%d ;;;;;;;;;;X
EE_TEAM_REMOVE_SKILL;%s技能减少%d ;;;;;;;;;;X
EE_TEAM_RESEARCH_TYPE;%s获得科研专长%s ;;;;;;;;;;x
