#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;x
DESCRIPTION_POLICY_political_conservatism;政治上的保守主义反对在政府和社会制度上的激进变革，这种 形式的保守主义其实是反意识形态的，因为其强调程序（稳定 而不急躁的改革）高过特定结果（任何形式的理想政府）。经 济上他们支持自由主义，反对任何形式的国家干预。;;;;;;;;;;X
NAME_POLICY_political_republicanism;联邦-共和主义;;;;;;;;;;X
DESCRIPTION_POLICY_political_republicanism;联邦主义和共和主义分别构成了美国政治思想的基石，前者在 中央和地方关系上赋予了地方更大自主权；后者体现为限任制 、权力的分权制衡、定期选举、自由秘密投票制度、法律面前 人人平等。;;;;;;;;;;X
NAME_POLICY_political_social-democracy;社会民主主义;;;;;;;;;;X
DESCRIPTION_POLICY_political_social-democracy;社会民主主义是马克思主义的一个分支，社会民主主义强调透 过立法过程以改革资本主义体制，使其更公平和人性化。认为 资本主义可以被保留，只需要做出一些调整和改进，例如将主 要产业国有化、达成一些社会政策（例如公共教育、普遍的全 民保健系统等等）以及（部分）经由福利国家政策和累进税率 重新分配财富。严格来说，社会民主主义已经脱离了马克思主 义的范畴，而是在资本主义制度下的改良。;;;;;;;;;;X
NAME_POLICY_political_Three-Principles;三民主义;;;;;;;;;;X
DESCRIPTION_POLICY_political_Three-Principles;孙中山所倡导的民主革命纲领。由民族主义、民权主义和民生 主义构成。民族主义反对列强的侵略，取得国内各民族之平等 ，承认民族自决权；民权主义实行为一般平民所共有的民主政 治；民生主义最重要之原则有两个，一为平均地权（实行耕者 有其田），二为节制资本（私人不能操纵国民生计）。其实质 是吸取社会主义思想的资产阶级建国纲领。;;;;;;;;;;X
NAME_POLICY_political_nationalism;民族主义;;;;;;;;;;X
DESCRIPTION_POLICY_political_nationalism;一战以来至二战以降，殖民半殖民地国家中最重要的政治思想 即是争取民族之独立，为实现民族之独立这些殖民国家政治家 采取了种种手段，并为实现民族复兴付出了极大牺牲。;;;;;;;;;;X
NAME_POLICY_political_new-democratic;新民主主义革命;;;;;;;;;;X
DESCRIPTION_POLICY_political_new-democratic;新民主主义革命是无产阶级领导的、人民大众的、反对帝国主 义、封建主义、官僚资本主义的资产阶级民主革命。它的目标 是无产阶级（通过中国共产党）牢牢掌握革命领导权，彻底完 成革命的任务，并及时实现由新民主主义向社会主义的过渡。;;;;;;;;;;X
NAME_POLICY_political_Democratic-Socialism;民主社会主义;;;;;;;;;;X
DESCRIPTION_POLICY_political_Democratic-Socialism;民主社会主义是实践探索与理论建设后出现的社会主义的一个 重要分支，它的基本理念和追求的基本价值是自由、平等公正 、合作互助；它的目的是建设政治民主、社会民主、经济民主 并推进国际民主的“社会主义”；它实现这一目的的政治手段 是民主。;;;;;;;;;;X
NAME_POLICY_political_stalinist;斯大林主义;;;;;;;;;;X
DESCRIPTION_POLICY_political_stalinist;斯大林时期形成的过度集权的政治体制使社会主义具备了专制 的特征，它是以领袖为中心的，以党治国、以人治国的，社会 主义民主法治严重不足的。它存在严重的个人集权制，领袖终 身制，官僚特权制，以党代政制，控制选举制等弊病。同时， 在加盟共和国和国际共产主义运动上，过度专制导致了对各党 各国独立自主发展的干涉，埋下了很大隐患。;;;;;;;;;;X
#;;;;;;;;;;;x
NPERSONALITY_NONE;无 ;;;;;;;;;;X
NPERSONALITY_BIASED_INTELLECTUAL;偏执知识份子 ;;;;;;;;;;X
NPERSONALITY_IDEOLOGICAL_CRUSADER;思想改革家 ;;;;;;;;;;X
NPERSONALITY_APOLOGETIC_CLERK;谨慎的职员 ;;;;;;;;;;X
NPERSONALITY_IRON_FISTED_BRUTE;铁腕专制 ;;;;;;;;;;X
NPERSONALITY_GREAT_COMPROMISER;妥协者 ;;;;;;;;;;X
NPERSONALITY_GENERAL_STAFFER;非专业职员 ;;;;;;;;;;X
NPERSONALITY_THE_CLOAK_N_DAGGER_SCHEMER;阴谋家 ;;;;;;;;;;X
NPERSONALITY_ADMINISTRATIVE_GENIUS;行政天才 ;;;;;;;;;;X
NPERSONALITY_RESOURCE_INDUSTRIALIST;资源工业家 ;;;;;;;;;;X
NPERSONALITY_LAISSEZ_FAIRES_CAPITALIST;自由主义经济学家 ;;;;;;;;;;X
NPERSONALITY_THEORETICAL_SCIENTIST;理论科学家 ;;;;;;;;;;X
NPERSONALITY_MILITARY_ENTREPRENEUR;军工企业家 ;;;;;;;;;;X
NPERSONALITY_BATTLE_FLEET_PROPONENT;战舰支持者 ;;;;;;;;;;X
NPERSONALITY_SUBMARINE_PROPONENT;潜艇支持者 ;;;;;;;;;;X
NPERSONALITY_TANK_PROPONENT;Tank坦克支持者 ;;;;;;;;;;X
NPERSONALITY_INFANTRY_PROPONENT;步兵支持者 ;;;;;;;;;;X
NPERSONALITY_AIR_TO_GROUND_PROPONENT;空对地支持者 ;;;;;;;;;;X
NPERSONALITY_AIR_TO_SEA_PROPONENT;空对海支持者 ;;;;;;;;;;X
NPERSONALITY_STRATEGIC_AIR_PROPONENT;战略空军支持者 ;;;;;;;;;;X
NPERSONALITY_SPECIAL_FORCE_PROPONENT;特种部队支持者 ;;;;;;;;;;X
NPERSONALITY_SILENT_LAWYER;呆板的法学家 ;;;;;;;;;;X
NPERSONALITY_COMPASSIONATE_GENTLEMAN;友善绅士 ;;;;;;;;;;X
NPERSONALITY_CRIME_FIGHTER;犯罪打击者 ;;;;;;;;;;X
NPERSONALITY_PRINCE_OF_TERROR;罪恶王子 ;;;;;;;;;;X
NPERSONALITY_BACK_STABBER;幕后黑手 ;;;;;;;;;;X
NPERSONALITY_MAN_OF_THE_PEOPLE;人民之子 ;;;;;;;;;;X
NPERSONALITY_EFFICIENT_SOCIOPATH;有效率的反社会者 ;;;;;;;;;;X
NPERSONALITY_TECHNICAL_SPECIALIST;技术专家 ;;;;;;;;;;X
NPERSONALITY_LOGISTICS_SPECIALIST;后勤专家 ;;;;;;;;;;X
NPERSONALITY_POLITICAL_SPECIALIST;政治专家 ;;;;;;;;;;X
NPERSONALITY_DISMAL_ENIGMA;阴沉的神秘客 ;;;;;;;;;;X
NPERSONALITY_INDUSTRIAL_SPECIALIST;工业专家 ;;;;;;;;;;X
NPERSONALITY_NAVAL_INTELLIGENCE_SPECIALIST;海军情报专家 ;;;;;;;;;;X
NPERSONALITY_SCHOOL_OF_MANOEUVRE;机动作战学派 ;;;;;;;;;;X
NPERSONALITY_SCHOOL_OF_FIRE_SUPPORT;火力支援学派 ;;;;;;;;;;X
NPERSONALITY_SCHOOL_OF_MASS_COMBAT;人海战术学派 ;;;;;;;;;;X
NPERSONALITY_SCHOOL_OF_PSYCHOLOGY;军事教育学派 ;;;;;;;;;;X
NPERSONALITY_SCHOOL_OF_DEFENCE;防御学派 ;;;;;;;;;;X
NPERSONALITY_ELASTIC_DEFENCE_DOCTRINE;弹性防御学说 ;;;;;;;;;;X
NPERSONALITY_STATIC_DEFENCE_DOCTRINE;战略防御学说 ;;;;;;;;;;X
NPERSONALITY_DECISIVE_BATTLE_DOCTRINE;战略决战学说 ;;;;;;;;;;X
NPERSONALITY_ARMOURED_SPEARHEAD_DOCTRINE;装甲先锋学说 ;;;;;;;;;;X
NPERSONALITY_GUNS_AND_BUTTER_DOCTRINE;军事后勤并重 ;;;;;;;;;;X
NPERSONALITY_SPECIAL_FORCE_DOCTRINE;特战渗透学说 ;;;;;;;;;;X
NPERSONALITY_KING_OF_WAR;军事天才 ;;;;;;;;;;X
NPERSONALITY_OPEN_SEAS_DOCTRINE;海洋开放学说 ;;;;;;;;;;X
NPERSONALITY_DECISIVE_BATTLE_DOCTRINE2;战略决战学说 ;;;;;;;;;;X
NPERSONALITY_POWER_PROJECTION_DOCTRINE;大规模作战学说 ;;;;;;;;;;X
NPERSONALITY_INDIRECT_APPROACH_DOCTRINE;迂回接近学说 ;;;;;;;;;;X
NPERSONALITY_BASE_CONTROL_DOCTRINE;基地控制学说 ;;;;;;;;;;X
NPERSONALITY_AIR_SUPERIORITY_DOCTRINE;空中优势学说 ;;;;;;;;;;X
NPERSONALITY_NAVAL_AVIATION_DOCTRINE;海军航空兵学说 ;;;;;;;;;;X
NPERSONALITY_ARMY_AVIATION_DOCTRINE;陆军航空兵学说 ;;;;;;;;;;X
NPERSONALITY_CARPET_BOMBING_DOCTRINE;地毯式轰炸学说 ;;;;;;;;;;X
NPERSONALITY_VERTICAL_ENVELOPMENT_DOCTRINE;垂直包围学说 ;;;;;;;;;;X
NPERSONALITY_UNDISTINGUISHED_SUIT;无特征的人 ;;;;;;;;;;X
NPERSONALITY_AIR_SUPERIORITY_PROPONENT;空中优势论者 ;;;;;;;;;;X
NPERSONALITY_CORRUPT_KLEPTOCRAT;腐败政客 ;;;;;;;;;;X
NPERSONALITY_CROOKED_KLEPTOCRAT;撒谎的政客 ;;;;;;;;;;X
NPERSONALITY_POWER_HUNGRY_DEMAGOGUE;蛊惑民心的政客 ;;;;;;;;;;X
NPERSONALITY_BARKING_BUFFOON;咆哮的小丑 ;;;;;;;;;;X
NPERSONALITY_STERN_IMPERIALIST;严厉的帝国主义者 ;;;;;;;;;;X
NPERSONALITY_RUTHLESS_POWERMONGER;残忍的权利投机者 ;;;;;;;;;;X
NPERSONALITY_AUTOCRATIC_CHARMER;独裁魔术师 ;;;;;;;;;;X
NPERSONALITY_RESIGNED_GENERALISSIMO;听天命的大元帅 ;;;;;;;;;;X
NPERSONALITY_BENEVOLENT_GENTLEMAN;慈善绅士 ;;;;;;;;;;X
NPERSONALITY_WEARY_STIFF_NECK;令人生厌的造作者 ;;;;;;;;;;X
NPERSONALITY_INSIGNIFICANT_LAYMAN;无关紧要的外行 ;;;;;;;;;;X
NPERSONALITY_DIE_HARD_REFORMER;顽固的改革家 ;;;;;;;;;;X
NPERSONALITY_PIG_HEADED_ISOLATIONIST;愚蠢的孤立主义者 ;;;;;;;;;;X
NPERSONALITY_POPULAR_FIGUREHEAD;受欢迎但有名无实的领袖 ;;;;;;;;;;X
NPERSONALITY_GREAT_STATESMAN;伟大的政治家 ;;;;;;;;;;X
NPERSONALITY_LEGENDARY_REVOLUTIONIST;传奇的革命家 ;;;;;;;;;;X
NPERSONALITY_ORDER_REFORMER;旧秩序的改革者 ;;;;;;;;;;X
NPERSONALITY_SILENT_WORKHORSE;沈默的实干家 ;;;;;;;;;;X
NPERSONALITY_NAIVE_OPTIMIST;天真的乐观主义者 ;;;;;;;;;;X
NPERSONALITY_FLAMBOYANT_TOUGH_GUY;精力过人的硬汉 ;;;;;;;;;;X
NPERSONALITY_HAPPY_AMATEUR;快乐的业余政治家 ;;;;;;;;;;X
NPERSONALITY_BACKROOM_BACKSTABBER;密谋的暗害者 ;;;;;;;;;;X
NPERSONALITY_SMILING_OILMAN;微笑的石油商 ;;;;;;;;;;X
NPERSONALITY_OLD_GENERAL;老陆军将军 ;;;;;;;;;;X
NPERSONALITY_OLD_ADMIRAL;老海军上将 ;;;;;;;;;;X
NPERSONALITY_OLD_AIR_MARSHAL;老空军元帅 ;;;;;;;;;;X
NPERSONALITY_POLITICAL_PROTEGE;政治上的受保护人 ;;;;;;;;;;X
NPERSONALITY_AMBITIOUS_UNION_BOSS;野心勃勃的联盟领导人 ;;;;;;;;;;X
NPERSONALITY_CORPORATE_SUIT;法人代表 ;;;;;;;;;;X
NPERSONALITY_BEIYANG_WARLORD;北洋军閥 ;;;;;;;;;;X
NPERSONALITY_SOUTH_WARLORD;南方军閥 ;;;;;;;;;;X
NPERSONALITY_KMT;國民黨 ;;;;;;;;;;X
NPERSONALITY_CCP;共產黨 ;;;;;;;;;;X
#;;;;;;;;;;;x
DPERSONALITY_NONE;无特点 ;;;;;;;;;;X
DPERSONALITY_BIASED_INTELLECTUAL;他是个优雅的学院派知识份子，而他的学术工作造成了他对 其他国家与人民的偏见。他对于那些他不喜欢的国家通常是 傲慢自大的，但对于他所喜爱的国家则是吹捧而又逢迎的。 ;;;;;;;;;;X
DPERSONALITY_IDEOLOGICAL_CRUSADER;意识形态的十字军战士将自己视为是本身政治体系的奉献者 ，不过对于别人来说他只是个极端主义者。如果他是法西斯 主义者，他会评断所有的非法西斯政体是懦弱且颓废的，如 果他是个民主主义者，他宁可输掉战争而非顺从其他非民主 政体的任何要求，如果他是个共产主义者，他会把民主主义 者视为邪恶的资本主义者，把法西斯主义者视为邪恶的虚伪 资本主义者。只要他已然找到本身的救赎之后，谈及意识型 态就无法和他争辩。 ;;;;;;;;;;X
DPERSONALITY_APOLOGETIC_CLERK;谨慎的职员通常是个聪明的人，不过总缺乏自信，并对自己 国家的政治体系总是存有疑问。一个谨慎的事务员也有可能 是一个真正相信本身政治体系正确的人，不过不幸地他同时 也担心另外一方终将赢得战争。 ;;;;;;;;;;X
DPERSONALITY_IRON_FISTED_BRUTE;他是个因为军方或政党从而提升自己的地位的简单的人。他 把世界视为一个二分的世界：吃人的人还有被吃的人。他通 常是残忍的，偶尔是个反社会者。他总是在制订政策时缺乏 怜悯。 ;;;;;;;;;;X
DPERSONALITY_GREAT_COMPROMISER;伟大的妥协者是个最被大家喜爱的，随遇而安的性格温和者 。通常他是个智者般的老人，且由于多年的经验而是位专业 的外交家。他可以打造出长存的友谊，并且将许多人的意志 融合为一，朝向共同的目标前进。 ;;;;;;;;;;X
DPERSONALITY_GENERAL_STAFFER;他可能是一个前军方人员或是战争学院的老师，他选择重新 投入了外交事务的范围，一个一直是他的兴趣的领域。他总 是喜欢遵从着他的旧式的军队政治观，并且将焦点集中于透 过军队权力来行使外交。然而，也因此别人总认为他是一个 头脑简单的人，欠缺想像力并且极度的无聊。 ;;;;;;;;;;X
DPERSONALITY_THE_CLOAK_N_DAGGER_SCHEMER;阴谋家是个极端秘密的人。他喜欢采用非常规的手段，经常 利用对手的弱点来消灭他们。阴谋家通常都有秘密部门的背 景，这种经历让他变得狡猾而慎言。基本上阴谋家不算是很 好的外交官，不过他的不择手段通常也会给他带来预期的成 果。 ;;;;;;;;;;X
DPERSONALITY_ADMINISTRATIVE_GENIUS;他是个热心的劳动者，将他的全体员工以及现代科技投入到 增加战争的动力。通常他是个年轻的工程师或是科学家，一 个自由思考者，而且具有革新精神。他通常想“客观地”且 “不偏不倚地”让生活越来越好。 ;;;;;;;;;;X
DPERSONALITY_RESOURCE_INDUSTRIALIST;资源产业工业家通常都是来自重工业领域，他被任命管理国 家的工业。他希望国家可以象煤矿一样运作，不断提高和增 强它的基础。通常他是很好的组织者，但是有时候会忽略军 事工业的一些关键部分。 ;;;;;;;;;;X
DPERSONALITY_LAISSEZ_FAIRES_CAPITALIST;他是个市场经济的专家。他最坚定的信念是政府不应对市场 做任何干涉，市场调节那只看不见的手将会对国家的战争或 非战争资源作最好的调整。 ;;;;;;;;;;X
DPERSONALITY_THEORETICAL_SCIENTIST;理论科学家是出自国家顶尖大学的聪明的老教授。他当然是 理论和实际科学的专家。然而他似乎并不优先关注军事科技 ，他更致力于民用科学的研究。这是他更支持电子和通信的 中间区域的研究，但有时他很古怪，秘密武器也是他关注的 领域。 ;;;;;;;;;;X
DPERSONALITY_MILITARY_ENTREPRENEUR;他是一个优秀的军人和战备专家，但是他过于重视为自己的军 队准备重组的物资。这种倾向会导致民用工业的不足，也会忽 视科技某些方面的最新发展。 ;;;;;;;;;;X
DPERSONALITY_BATTLE_FLEET_PROPONENT;他不仅是一个有才干的管理者和政治家，而且也喜欢在整体 战略中出谋划策。他相信国家最需要的还是战舰。 ;;;;;;;;;;X
DPERSONALITY_SUBMARINE_PROPONENT;他不仅是一个有才干的管理者和政治家，而且也喜欢在整体 战略中出谋划策。他相信潜艇是海战的决定性武器。 ;;;;;;;;;;X
DPERSONALITY_TANK_PROPONENT;他不仅是一个有才干的管理者和政治家，而且也喜欢在整体 战略中出谋划策。他相信坦克现在是最重要的战争武器。 ;;;;;;;;;;X
DPERSONALITY_INFANTRY_PROPONENT;他不仅是一个有才干的管理者和政治家，而且也喜欢在整体 战略中出谋划策。他相信步兵和火炮现在仍是最重要的作战力 量。 ;;;;;;;;;;X
DPERSONALITY_AIR_TO_GROUND_PROPONENT;他不仅是一个有才干的管理者和政治家，而且也喜欢在整体 战略中出谋划策。他相信空军现在是击败陆军的最好力量。 ;;;;;;;;;;X
DPERSONALITY_AIR_TO_SEA_PROPONENT;他不仅是一个有才干的管理者和政治家，而且也喜欢在整体 战略中出谋划策。他相信空军现在是战胜海军的最好力量。 ;;;;;;;;;;X
DPERSONALITY_STRATEGIC_AIR_PROPONENT;他不仅是一个有才干的管理者和政治家，而且也喜欢在整体 战略中出谋划策。他相信轰炸敌人的工业设施是未来战争的 获胜之道。 ;;;;;;;;;;X
DPERSONALITY_SPECIAL_FORCE_PROPONENT;他不仅是一个有才干的管理者和政治家，而且也喜欢在整体 战略中出谋划策。他相信小股精英部队的渗透和“斩首”会是 未来战争的获胜之道。 ;;;;;;;;;;X
DPERSONALITY_SILENT_LAWYER;他是一个秩序的维护者，他只关注法律是否得到了实际的执行 而不探究法律本身的合理，但他很公正。 ;;;;;;;;;;X
DPERSONALITY_COMPASSIONATE_GENTLEMAN;他是一位想要讨好所有人的老好人。人民通常很喜欢他，不 过他为人所熟知的是对于犯罪以及恐怖主义的温和态度。 ;;;;;;;;;;X
DPERSONALITY_CRIME_FIGHTER;犯罪斗士立足于与犯罪行为的对抗。民众喜欢他的坚强手腕 并觉得自己很安全。 ;;;;;;;;;;X
DPERSONALITY_PRINCE_OF_TERROR;他的原则就是：害怕比敬爱更好。然而，过多的暴力措施会 增加反抗度，他无法看到这一点。 ;;;;;;;;;;X
DPERSONALITY_BACK_STABBER;他用他的职位来根除精英份子中的不满度以及不忠诚的因素 ，不过由于他的不可靠使得他无法处理所占领地区的问题。 ;;;;;;;;;;X
DPERSONALITY_MAN_OF_THE_PEOPLE;他了解如何与社会的高低层人物同时进行对话。对他而言， 降低穷人的负担是神圣的使命。然而当他在尝试着帮助占领 区的人民时，他总是身处于一个尴尬的位置，并且总是被军 队缚手缚脚。 ;;;;;;;;;;X
DPERSONALITY_EFFICIENT_SOCIOPATH;有效率的反社会者欠缺怜悯心，而且无所不用其极的朝着他 的目标前进。然而，他总是躲在暗影中活动，尝试着向人民 以及其它部长来掩盖他以及属下的滥用暴力程度。 ;;;;;;;;;;X
DPERSONALITY_TECHNICAL_SPECIALIST;技术专家关注研究外国装备和部队的现代化，并得出如何击 败他们的结论。 ;;;;;;;;;;X
