##;ENG;;;;;;;;;;X
PROV163;斯大林格勒;;;;;;;;;;X
PROV164;卡拉苏克;;;;;;;;;;X
PROV165;纳济瓦耶夫斯克;;;;;;;;;;X
PROV166;科斯特罗马;;;;;;;;;;X
PROV167;伊万诺沃;;;;;;;;;;X
PROV168;高尔基（下诺夫哥罗德）;;;;;;;;;;X
PROV169;阿尔扎马斯;;;;;;;;;;X
PROV170;莫斯科南（列宁区）;;;;;;;;;;X
PROV171;沃洛格达;;;;;;;;;;X
PROV172;切列波韦茨;;;;;;;;;;X
PROV173;别热茨克;;;;;;;;;;X
PROV174;加里宁（特维尔）;;;;;;;;;;X
PROV175;莫斯科;;;;;;;;;;X
PROV176;雷宾斯克;;;;;;;;;;X
PROV177;丹尼洛夫;;;;;;;;;;X
PROV178;雅罗斯拉夫尔;;;;;;;;;;X
PROV179;穆罗姆;;;;;;;;;;X
PROV180;弗拉基米尔;;;;;;;;;;X
PROV181;卡卢加;;;;;;;;;;X
PROV182;莫扎伊斯克;;;;;;;;;;X
PROV183;洛杰伊诺耶波列;;;;;;;;;;X
PROV184;季赫温;;;;;;;;;;X
PROV185;沃尔霍夫;;;;;;;;;;X
PROV186;卢加;;;;;;;;;;X
PROV187;列宁格勒;;;;;;;;;;X
PROV188;金吉谢普;;;;;;;;;;X
PROV189;诺夫哥罗德;;;;;;;;;;X
PROV190;旧鲁萨;;;;;;;;;;X
PROV191;普柳萨;;;;;;;;;;X
PROV192;别洛沃;a;;;;;;;;;X
PROV193;纳尔瓦;;;;;;;;;;X
PROV194;塔林;;;;;;;;;;X
PROV195;塔尔图;;;;;;;;;;X
PROV196;派尔努;;;;;;;;;;X
PROV197;里加;;;;;;;;;;X
PROV198;古尔贝内;;;;;;;;;;X
PROV199;沃鲁;;;;;;;;;;X
PROV200;普斯科夫;;;;;;;;;;X
PROV201;阿巴扎;;;;;;;;;;X
PROV202;陶格夫匹尔斯;;;;;;;;;;X
PROV203;杰卡布皮尔斯;;;;;;;;;;X
PROV204;叶尔加瓦;;;;;;;;;;X
PROV205;利耶帕亚;;;;;;;;;;X
PROV206;梅梅尔;;;;;;;;;;X
PROV207;考纳斯;;;;;;;;;;X
PROV208;维尔诺;;;;;;;;;;X
PROV209;格罗德诺;;;;;;;;;;X
PROV210;新格鲁多克;;;;;;;;;;X
PROV211;利达;;;;;;;;;;X
PROV212;明斯克;;;;;;;;;;X
PROV213;莫洛杰奇诺;;;;;;;;;;X
PROV214;什文乔尼斯;;;;;;;;;;X
PROV215;德诺;;;;;;;;;;X
PROV216;涅韦尔;;;;;;;;;;X
PROV217;维捷布斯克;;;;;;;;;;X
PROV218;奥尔沙;;;;;;;;;;X
PROV219;斯摩棱斯克;;;;;;;;;;X
PROV220;莫吉廖夫;;;;;;;;;;X
PROV221;博布鲁伊斯克;;;;;;;;;;X
PROV222;卢尼涅茨;;;;;;;;;;X
PROV223;美因茨;;;;;;;;;;X
PROV224;科布伦茨;;;;;;;;;;X
PROV225;莫济里;;;;;;;;;;X
PROV226;科罗斯坚;;;;;;;;;;X
PROV227;日托米尔;;;;;;;;;;X
PROV228;文尼察;;;;;;;;;;X
PROV229;斯坦尼斯拉沃夫;;;;;;;;;;X
PROV230;伯尔齐;;;;;;;;;;X
PROV231;普罗斯库罗夫;;;;;;;;;;X
PROV232;巴尔塔;;;;;;;;;;X
PROV233;敖德萨;;;;;;;;;;X
PROV234;赫尔松;;;;;;;;;;X
PROV235;第聂伯罗彼得罗夫斯克;;;;;;;;;;X
PROV236;克里沃伊罗格;;;;;;;;;;X
PROV237;切尔卡瑟;;;;;;;;;;X
PROV238;基辅;;;;;;;;;;X
PROV239;布罗瓦雷;;;;;;;;;;X
PROV240;弗谢沃洛日斯克;;;;;;;;;;X
PROV241;切尔尼戈夫;;;;;;;;;;X
PROV242;科诺托普;;;;;;;;;;X
PROV243;库尔斯克;;;;;;;;;;X
PROV244;苏梅;;;;;;;;;;X
PROV245;波尔塔瓦;;;;;;;;;;X
PROV246;扎波罗热;;;;;;;;;;X
PROV247;别尔哥罗德;;;;;;;;;;X
PROV248;哈尔科夫;;;;;;;;;;X
PROV249;顿涅茨克;;;;;;;;;;X
PROV250;梅利托波尔;;;;;;;;;;X
PROV251;新卡霍夫卡;;;;;;;;;;X
PROV252;辛菲罗波尔;;;;;;;;;;X
PROV253;塞瓦斯托波尔;;;;;;;;;;X
PROV254;刻赤;;;;;;;;;;X
PROV255;新罗西斯克;;;;;;;;;;X
PROV256;克拉斯诺达尔;;;;;;;;;;X
PROV257;季霍列茨克;;;;;;;;;;X
PROV258;罗斯托夫;;;;;;;;;;X
PROV259;北顿涅茨克;;;;;;;;;;X
PROV260;伊久姆;;;;;;;;;;X
PROV261;罗索希;;;;;;;;;;X
PROV262;谢米卢基;;;;;;;;;;X
PROV263;普拉夫斯克;;;;;;;;;;X
PROV264;巴甫洛夫斯克;;;;;;;;;;X
PROV265;新奥斯科尔;;;;;;;;;;X
PROV266;利夫内;;;;;;;;;;X
PROV267;米列罗沃;;;;;;;;;;X
PROV268;莫罗佐夫斯克;;;;;;;;;;X
PROV269;沙赫特;;;;;;;;;;X
PROV270;萨利斯克;;;;;;;;;;X
PROV271;科捷利尼科夫斯基;;;;;;;;;;X
PROV272;日洛宾;;;;;;;;;;X
PROV273;戈梅利;;;;;;;;;;X
PROV274;克里切夫;;;;;;;;;;X
PROV275;罗斯拉夫尔;;;;;;;;;;X
PROV276;克林齐;;;;;;;;;;X
PROV277;布良斯克;;;;;;;;;;X
PROV278;图拉;;;;;;;;;;X
PROV279;梁赞;;;;;;;;;;X
PROV280;坦波夫;;;;;;;;;;X
PROV281;利佩茨克;;;;;;;;;;X
PROV282;奥廖尔;;;;;;;;;;X
PROV283;沃罗涅日;;;;;;;;;;X
PROV284;鲍里索格列布斯克;;;;;;;;;;X
PROV285;维亚济马;;;;;;;;;;X
PROV286;托罗佩茨;;;;;;;;;;X
PROV287;大卢基;;;;;;;;;;X
PROV288;勒热夫;;;;;;;;;;X
PROV289;杰米扬斯克;;;;;;;;;;X
PROV290;厄勒海峡;;;;;;;;;;X
PROV291;利格尼茨;;;;;;;;;;X
PROV292;奥尔堡;;;;;;;;;;X
PROV293;欧登塞;;;;;;;;;;X
PROV294;哥本哈根;;;;;;;;;;X
PROV295;博恩霍尔姆岛;;;;;;;;;;X
PROV296;罗斯托克;;;;;;;;;;X
PROV297;沃尔夫斯堡;;;;;;;;;;X
PROV298;马格德堡;;;;;;;;;;X
PROV299;波茨坦;;;;;;;;;;X
PROV300;柏林;;;;;;;;;;X
PROV301;施特拉尔松德;;;;;;;;;;X
PROV302;斯德丁;;;;;;;;;;X
PROV303;但泽;;;;;;;;;;X
PROV304;埃尔宾;;;;;;;;;;X
PROV305;托伦;;;;;;;;;;X
PROV306;比得哥什;;;;;;;;;;X
PROV307;波兹南;;;;;;;;;;X
PROV308;库斯特林;;;;;;;;;;X
PROV309;科特布斯;;;;;;;;;;X
PROV310;莱比锡;;;;;;;;;;X
PROV311;德累斯顿;;;;;;;;;;X
PROV312;纽伦堡;;;;;;;;;;X
PROV313;法兰克福◆美因河畔;;;;;;;;;;X
PROV314;斯图加特;;;;;;;;;;X
PROV315;弗赖堡;;;;;;;;;;X
PROV316;米卢斯;;;;;;;;;;X
PROV317;肖蒙;;;;;;;;;;X
PROV318;第戎;;;;;;;;;;X
PROV319;沙隆;;;;;;;;;;X
PROV320;维希;;;;;;;;;;X
PROV321;沙托鲁;;;;;;;;;;X
PROV322;利摩日;;;;;;;;;;X
PROV323;拉罗谢尔;;;;;;;;;;X
PROV324;昂古莱姆;;;;;;;;;;X
PROV325;波尔多;;;;;;;;;;X
PROV326;蒙德马桑;;;;;;;;;;X
PROV327;欧什;;;;;;;;;;X
PROV328;波城◆塔布;;;;;;;;;;X
PROV329;韦斯卡;;;;;;;;;;X
PROV330;萨拉戈萨;;;;;;;;;;X
PROV331;毕尔巴鄂;;;;;;;;;;X
PROV332;奥维耶多;;;;;;;;;;X
PROV333;布尔戈斯;;;;;;;;;;X
PROV334;拉科鲁尼亚;;;;;;;;;;X
PROV335;波尔图;;;;;;;;;;X
PROV336;里斯本;;;;;;;;;;X
PROV337;瓜达;;;;;;;;;;X
PROV338;萨拉曼卡;;;;;;;;;;X
PROV339;瓦拉杜利德;;;;;;;;;;X
PROV340;索里亚;;;;;;;;;;X
PROV341;马德里;;;;;;;;;;X
PROV342;瓜达拉哈拉;;;;;;;;;;X
PROV343;巴达霍斯;;;;;;;;;;X
PROV344;埃武拉;;;;;;;;;;X
PROV345;法鲁;;;;;;;;;;X
PROV346;韦尔瓦;;;;;;;;;;X
PROV347;塞维利亚;;;;;;;;;;X
PROV348;直布罗陀;;;;;;;;;;X
PROV349;马拉加;;;;;;;;;;X
PROV350;格拉达纳;;;;;;;;;;X
PROV351;哈恩;;;;;;;;;;X
PROV352;穆尔西亚;;;;;;;;;;X
PROV353;阿尔瓦塞特;;;;;;;;;;X
PROV354;瓦伦西亚;;;;;;;;;;X
PROV355;卡斯特利翁;;;;;;;;;;X
PROV356;塔拉戈纳;;;;;;;;;;X
PROV357;巴塞罗那;;;;;;;;;;X
PROV358;佩皮尼昂;;;;;;;;;;X
PROV359;图卢兹;;;;;;;;;;X
PROV360;克莱蒙费朗 ;;;;;;;;;;X
PROV361;圣埃蒂安;;;;;;;;;;X
PROV362;蒙彼利埃（法国）;;;;;;;;;;X
PROV363;尼姆;;;;;;;;;;X
PROV364;马赛;;;;;;;;;;X
PROV365;土伦;;;;;;;;;;X
PROV366;尼斯;;;;;;;;;;X
PROV367;科西嘉岛;;;;;;;;;;X
PROV368;热那亚;;;;;;;;;;X
PROV369;卢卡;;;;;;;;;;X
PROV370;米兰;;;;;;;;;;X
PROV371;特伦托;;;;;;;;;;X
PROV372;贝林佐纳;;;;;;;;;;X
PROV373;布雷根茨;;;;;;;;;;X
PROV374;腓特烈港;;;;;;;;;;X
PROV375;雷根斯堡;;;;;;;;;;X
PROV376;慕尼黑;;;;;;;;;;X
PROV377;因斯布鲁克;;;;;;;;;;X
PROV378;威尼斯;;;;;;;;;;X
PROV379;费拉拉;;;;;;;;;;X
PROV380;卢布尔雅那;;;;;;;;;;X
PROV381;戈斯皮奇;;;;;;;;;;X
PROV382;萨格勒布;;;;;;;;;;X
PROV383;巴尼亚卢卡;;;;;;;;;;X
PROV384;斯普利特;;;;;;;;;;X
PROV385;利夫诺;;;;;;;;;;X
PROV386;萨拉热窝;;;;;;;;;;X
PROV387;莫斯塔尔;;;;;;;;;;X
PROV388;拉古萨（杜布罗夫尼克）;;;;;;;;;;X
PROV389;波德戈里察;;;;;;;;;;X
PROV390;地拉那;;;;;;;;;;X
PROV391;发罗拉;;;;;;;;;;X
PROV392;约阿尼纳;;;;;;;;;;X
PROV393;伊奥尼亚群岛;;;;;;;;;;X
PROV394;帕特雷;;;;;;;;;;X
PROV395;科林斯;;;;;;;;;;X
PROV396;伊拉克利翁;;;;;;;;;;X
PROV397;马尔马拉海;;;;;;;;;;X
PROV398;十二群岛;;;;;;;;;;X
PROV399;罗德岛;;;;;;;;;;X
PROV400;基克拉泽斯群岛;;;;;;;;;;X
PROV401;雅典;;;;;;;;;;X
PROV402;阿格里尼翁;;;;;;;;;;X
PROV403;拉里萨;;;;;;;;;;X
PROV404;海法;;;;;;;;;;X
PROV405;利姆诺斯◆莱斯博斯岛;;;;;;;;;;X
PROV406;埃拉特;;;;;;;;;;X
PROV407;马弗拉克;;;;;;;;;;X
PROV408;布尔萨;;;;;;;;;;X
PROV409;伊斯坦布尔;;;;;;;;;;X
PROV410;卡瓦拉;;;;;;;;;;X
PROV411;萨洛尼卡;;;;;;;;;;X
PROV412;科扎尼;;;;;;;;;;X
PROV413;斯科普里;;;;;;;;;;X
PROV414;斯提普;;;;;;;;;;X
PROV415;普里什蒂纳;;;;;;;;;;X
PROV416;上朱马亚（布拉戈耶夫格勒）;;;;;;;;;;X
PROV417;索菲亚;;;;;;;;;;X
PROV418;尼什;;;;;;;;;;X
PROV419;维丁;;;;;;;;;;X
PROV420;普列文;;;;;;;;;;X
PROV421;普罗夫迪夫;;;;;;;;;;X
PROV422;瓦尔纳;;;;;;;;;;X
PROV423;康斯坦察;;;;;;;;;;X
PROV424;布加勒斯特;;;;;;;;;;X
PROV425;皮特什蒂;;;;;;;;;;X
PROV426;克拉约瓦;;;;;;;;;;X
PROV427;锡比乌;;;;;;;;;;X
PROV428;米耶尔库雷亚丘克;;;;;;;;;;X
PROV429;巴克乌;;;;;;;;;;X
PROV430;布拉索夫;;;;;;;;;;X
PROV431;普洛耶什蒂;;;;;;;;;;X
PROV432;布勒伊拉;;;;;;;;;;X
PROV433;雅西;;;;;;;;;;X
PROV434;基什尼奥夫（基希讷乌）;;;;;;;;;;X
PROV435;伊兹梅尔;;;;;;;;;;X
PROV436;图尔恰;;;;;;;;;;X
PROV437;伊兹密尔;;;;;;;;;;X
PROV438;安塔利亚;;;;;;;;;;X
PROV439;伊兹米特;;;;;;;;;;X
PROV440;宗古尔达克;;;;;;;;;;X
PROV441;阿菲永;;;;;;;;;;X
PROV442;科尼亚;;;;;;;;;;X
PROV443;梅尔辛;;;;;;;;;;X
PROV444;尼科西亚;;;;;;;;;;X
PROV445;加济安泰普;;;;;;;;;;X
PROV446;开塞利;;;;;;;;;;X
PROV447;锡瓦斯;;;;;;;;;;X
PROV448;安卡拉;;;;;;;;;;X
PROV449;萨姆松;;;;;;;;;;X
PROV450;特拉布宗;;;;;;;;;;X
PROV451;新帕扎尔;;;;;;;;;;X
PROV452;乌日策;;;;;;;;;;X
PROV453;贝尔格莱德;;;;;;;;;;X
PROV454;奥西耶克;;;;;;;;;;X
PROV455;维罗维蒂察;;;;;;;;;;X
PROV456;佩奇;;;;;;;;;;X
PROV457;布达;;;;;;;;;;X
PROV458;杰尔;;;;;;;;;;X
PROV459;马里博尔;;;;;;;;;;X
PROV460;格拉茨;;;;;;;;;;X
PROV461;克拉根福;;;;;;;;;;X
PROV462;萨尔茨堡;;;;;;;;;;X
PROV463;维也纳;;;;;;;;;;X
PROV464;霍拉布伦;;;;;;;;;;X
PROV465;林茨;;;;;;;;;;X
PROV466;海布;;;;;;;;;;X
PROV467;兹诺伊莫;;;;;;;;;;X
PROV468;捷克布杰约维采;;;;;;;;;;X
PROV469;布拉格;;;;;;;;;;X
PROV470;比尔森;;;;;;;;;;X
PROV471;乌斯季;;;;;;;;;;X
PROV472;利贝雷茨;;;;;;;;;;X
PROV473;布雷斯劳;;;;;;;;;;X
PROV474;俄斯特拉发;;;;;;;;;;X
PROV475;布尔诺;;;;;;;;;;X
PROV476;布拉迪斯拉发;;;;;;;;;;X
PROV477;班斯卡◆比斯特里察;;;;;;;;;;X
PROV478;特伦钦;;;;;;;;;;X
PROV479;克拉科夫;;;;;;;;;;X
PROV480;凯尔采;;;;;;;;;;X
PROV481;琴斯托霍瓦;;;;;;;;;;X
PROV482;奥珀伦;;;;;;;;;;X
PROV483;罗兹;;;;;;;;;;X
PROV484;拉多姆;;;;;;;;;;X
PROV485;华沙;;;;;;;;;;X
PROV486;沃姆扎;;;;;;;;;;X
PROV487;卢布林;;;;;;;;;;X
PROV488;扎莫希奇;;;;;;;;;;X
PROV489;普热梅希尔;;;;;;;;;;X
PROV490;科希策;;;;;;;;;;X
PROV491;米什科尔茨;;;;;;;;;;X
PROV492;塞格德;;;;;;;;;;X
PROV493;诺维萨德;;;;;;;;;;X
PROV494;兹雷尼亚宁;;;;;;;;;;X
PROV495;蒂米什瓦拉;;;;;;;;;;X
PROV496;阿拉德;;;;;;;;;;X
PROV497;德布勒森;;;;;;;;;;X
PROV498;萨图马雷;;;;;;;;;;X
PROV499;普雷绍夫;;;;;;;;;;X
PROV500;斯特雷;;;;;;;;;;X
PROV501;利沃夫;;;;;;;;;;X
PROV502;捷尔诺波尔;;;;;;;;;;X
PROV503;平斯克;;;;;;;;;;X
PROV504;布列斯特;;;;;;;;;;X
PROV505;别尔斯克;;;;;;;;;;X
PROV506;科韦利;;;;;;;;;;X
PROV507;沃尔科维斯克;;;;;;;;;;X
PROV508;比亚韦斯托克;;;;;;;;;;X
PROV509;苏瓦基;;;;;;;;;;X
PROV510;柯尼斯堡;;;;;;;;;;X
PROV511;马里扬泊莱;;;;;;;;;;X
PROV512;博洛尼亚;;;;;;;;;;X
PROV513;佛罗伦萨;;;;;;;;;;X
PROV514;里米尼;;;;;;;;;;X
PROV515;格罗塞托;;;;;;;;;;X
PROV516;佩鲁贾;;;;;;;;;;X
PROV517;佩斯卡拉;;;;;;;;;;X
PROV518;安齐奥;;;;;;;;;;X
PROV519;罗马;;;;;;;;;;X
PROV520;福贾;;;;;;;;;;X
PROV521;那不勒斯;;;;;;;;;;X
PROV522;波坦察;;;;;;;;;;X
PROV523;塔兰托;;;;;;;;;;X
PROV524;卡坦扎罗;;;;;;;;;;X
PROV525;巴勒莫;;;;;;;;;;X
PROV526;卡塔尼亚;;;;;;;;;;X
PROV527;格勒诺布尔;;;;;;;;;;X
PROV528;里昂;;;;;;;;;;X
PROV529;贝桑松;;;;;;;;;;X
PROV530;日内瓦;;;;;;;;;;X
PROV531;都灵;;;;;;;;;;X
PROV532;伯尔尼;;;;;;;;;;X
PROV533;苏黎世;;;;;;;;;;X
PROV534;卡利亚里;;;;;;;;;;X
PROV535;马洛卡岛;;;;;;;;;;X
PROV536;赫罗纳;;;;;;;;;;X
PROV537;莱里达;;;;;;;;;;X
PROV538;百慕大群岛;;;;;;;;;;X
PROV539;马那瓜;;;;;;;;;;X
PROV540;圣何塞（哥斯达黎加）;;;;;;;;;;X
PROV541;温哥华;;;;;;;;;;X
PROV542;基斯卡岛（拉特群岛）;;;;;;;;;;X
PROV543;阿姆奇特卡岛（拉特群岛）;;;;;;;;;;X
PROV544;阿特卡岛（安德列亚诺夫群岛）;;;;;;;;;;X
PROV545;尤纳斯卡岛（四山群岛）;;;;;;;;;;X
PROV546;乌姆纳克岛（福克斯群岛）;;;;;;;;;;X
PROV547;乌纳拉斯卡岛（福克斯群岛）;;;;;;;;;;X
PROV548;乌尼马克岛（福克斯群岛）;;;;;;;;;;X
PROV549;安克雷奇;;;;;;;;;;X
PROV550;布鲁克斯岭;;;;;;;;;;X
PROV551;阿拉斯加半岛;;;;;;;;;;X
PROV552;怀特霍斯;;;;;;;;;;X
PROV553;朱诺（阿拉斯加狭地）;;;;;;;;;;X
PROV554;乔治王子城;;;;;;;;;;X
PROV555;坎卢普斯;;;;;;;;;;X
PROV556;温哥华岛;;;;;;;;;;X
PROV557;麦克默里堡;;;;;;;;;;X
PROV558;耶洛奈夫;;;;;;;;;;X
PROV559;库格卢克图克;;;;;;;;;;X
PROV560;里帕尔斯贝（浅水湾）;;;;;;;;;;X
PROV561;兰金因莱特（兰金港）;;;;;;;;;;X
PROV562;斯托林;;;;;;;;;;X
PROV563;巴芬岛;;;;;;;;;;X
PROV564;拉迪森;;;;;;;;;;X
PROV565;塞文堡;;;;;;;;;;X
PROV566;邱吉尔港;;;;;;;;;;X
PROV567;帕斯;;;;;;;;;;X
PROV568;布兰登;;;;;;;;;;X
PROV569;温尼伯;;;;;;;;;;X
PROV570;挪威豪斯;;;;;;;;;;X
PROV571;桑德贝（雷湾）;;;;;;;;;;X
PROV572;苏圣玛丽（安大略省）;;;;;;;;;;X
PROV573;瓦勒多;;;;;;;;;;X
PROV574;七岛港;;;;;;;;;;X
PROV575;拉布拉多海岸;;;;;;;;;;X
PROV576;纽芬兰岛;;;;;;;;;;X
PROV577;希奥利艾;;;;;;;;;;X
PROV578;布雷顿角岛;;;;;;;;;;X
PROV579;哈利法克斯;;;;;;;;;;X
PROV580;蒙克顿;;;;;;;;;;X
PROV581;圣约翰;;;;;;;;;;X
PROV582;格林维尔（缅因州）;;;;;;;;;;X
PROV583;波特兰（缅因州） ;;;;;;;;;;X
PROV584;舍布鲁克;;;;;;;;;;X
PROV585;蒙特利尔;;;;;;;;;;X
PROV586;魁北克城;;;;;;;;;;X
PROV587;加蒂诺;;;;;;;;;;X
PROV588;渥太华;;;;;;;;;;X
PROV589;多伦多;;;;;;;;;;X
PROV590;温莎（安大略省）;;;;;;;;;;X
PROV591;金斯顿（安大略省）;;;;;;;;;;X
