#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;x
AREA_GUAYANA;圭亚那 ;;;;;;;;;;X
AREA_GUINEAN_COAST;几内亚海岸 ;;;;;;;;;;X
AREA_GUIZHOU;贵州 ;;;;;;;;;;X
AREA_GULF_OF_LYON;里昂海湾 ;;;;;;;;;;X
AREA_HANNOVER_MAGDEBURG;汉诺威 ;;;;;;;;;;X
AREA_HAWAII;夏威夷群岛 ;;;;;;;;;;X
AREA_HEBEI;河北 ;;;;;;;;;;X
AREA_HEDJAZ;汉志 ;;;;;;;;;;X
AREA_HEILONGJIANG;黑龙江 ;;;;;;;;;;X
AREA_HENAN;河南 ;;;;;;;;;;X
AREA_HESSEN;黑森 ;;;;;;;;;;X
AREA_HIMALAYAS;克什米尔 ;;;;;;;;;;X
AREA_HISPANIOLA;伊斯帕尼奥拉 ;;;;;;;;;;X
AREA_HOLSTEIN_MECKLEMBURG;荷尔斯泰因-梅克伦堡 ;;;;;;;;;;X
AREA_HONSHU;中国-近畿地区 ;;;;;;;;;;X
AREA_HUBEI;湖北 ;;;;;;;;;;X
AREA_HUNAN;湖南 ;;;;;;;;;;X
AREA_ICELAND;冰岛 ;;;;;;;;;;X
AREA_IDAHO;爱达荷州 ;;;;;;;;;;X
AREA_ILLINOIS;伊利诺伊州 ;;;;;;;;;;X
AREA_INDIANA;印第安纳州 ;;;;;;;;;;X
AREA_INDOCHINE;北越 ;;;;;;;;;;X
AREA_INTERIOR_ALGERIA;阿尔及利亚内陆 ;;;;;;;;;;X
AREA_INTERIOR_LIBYA;利比亚内陆 ;;;;;;;;;;X
AREA_IOWA;爱荷华州 ;;;;;;;;;;X
AREA_IQUITOS;秘鲁-伊基托斯 ;;;;;;;;;;X
AREA_IRAQ;伊拉克 ;;;;;;;;;;X
AREA_IRKUTSK;伊尔库茨克 ;;;;;;;;;;X
AREA_IVORY_COAST;象牙海岸 ;;;;;;;;;;X
AREA_JIANGSU;江苏 ;;;;;;;;;;X
AREA_JIANGXI;江西 ;;;;;;;;;;X
AREA_JILIN;吉林 ;;;;;;;;;;X
AREA_JOHNSON_ISLAND;罗兹 ;;;;;;;;;;X
AREA_KAMCHATKA;北高加索 ;;;;;;;;;;X
AREA_KANSAS;堪萨斯州 ;;;;;;;;;;X
AREA_KARELIA;卡累利阿 ;;;;;;;;;;X
AREA_KASSARINE;比哈尔 ;;;;;;;;;;X
AREA_KAZAKSTAN;外西北 ;;;;;;;;;;X
AREA_KAZAN;喀山 ;;;;;;;;;;X
AREA_KENTUCKY;肯塔基州 ;;;;;;;;;;X
AREA_KENYA;肯尼亚 ;;;;;;;;;;X
AREA_KHABAROVSK;伯力(哈巴罗夫斯克) ;;;;;;;;;;X
AREA_KHARKOV;哈尔科夫 ;;;;;;;;;;X
AREA_KIEV;基辅 ;;;;;;;;;;X
AREA_KIRGIZ_STEPPE;西哈萨克 ;;;;;;;;;;X
AREA_KIRGIZISTAN;吉尔吉斯斯坦 ;;;;;;;;;;X
AREA_KIROV;萨拉托夫 ;;;;;;;;;;X
AREA_KONGOLESE_JUNGLE;刚果丛林 ;;;;;;;;;;X
AREA_KOSTROMA;加里宁 ;;;;;;;;;;X
AREA_KRAKOW;西加里西亚-克拉科夫 ;;;;;;;;;;X
AREA_KRASNODAR;克拉斯诺达尔 ;;;;;;;;;;X
AREA_KRIM;克里米亚 ;;;;;;;;;;X
AREA_KURDUFAN;科尔多凡-达尔富尔 ;;;;;;;;;;X
AREA_KURSK;库尔斯克 ;;;;;;;;;;X
AREA_KUYBYSHEV;古比雪夫 ;;;;;;;;;;X
AREA_KYUSHU_SHIKOKU;九州-四国地区 ;;;;;;;;;;X
AREA_LA_PAZ;玻利维亚-拉巴斯 ;;;;;;;;;;X
AREA_LA_PLATA;拉普拉塔 ;;;;;;;;;;X
AREA_LAE;莱城(德属新几内亚) ;;;;;;;;;;X
AREA_LAKE;湖泊 ;;;;;;;;;;X
AREA_LAKES;大湖区 ;;;;;;;;;;X
AREA_LAPLAND;拉普兰 ;;;;;;;;;;X
AREA_LATVIA;拉脱维亚 ;;;;;;;;;;X
AREA_LEBANON_SYRIA;黎巴嫩-叙利亚 ;;;;;;;;;;X
AREA_LENINGRAD;列宁格勒 ;;;;;;;;;;X
AREA_LEVANT;巴伦西亚 ;;;;;;;;;;X
AREA_LEYTE_ISLAND_GROUP;米沙鄢群岛 ;;;;;;;;;;X
AREA_LIAONING;辽宁 ;;;;;;;;;;X
AREA_LIGURIAN_ISLANDS;利古里亚岛 ;;;;;;;;;;X
AREA_LIMA;秘鲁-利马 ;;;;;;;;;;X
AREA_LIMOUSIN_AUVERGNE;利摩日-奥弗涅 ;;;;;;;;;;X
AREA_LITHUANIA;立陶宛 ;;;;;;;;;;X
AREA_LOIRE;卢瓦尔 ;;;;;;;;;;X
AREA_LORRAINE_ALSACE;阿尔萨斯-洛林 ;;;;;;;;;;X
AREA_LOUISIANA;路易斯安那州 ;;;;;;;;;;X
AREA_LOWER_ARGENTINE;下阿根廷 ;;;;;;;;;;X
AREA_LOWER_CALIFORNIA;下加利福尼亚 ;;;;;;;;;;X
AREA_LUZON;吕宋岛 ;;;;;;;;;;X
AREA_LVOV;东加里西亚-利沃夫 ;;;;;;;;;;X
AREA_MADAGASCAR;马达加斯加岛 ;;;;;;;;;;X
AREA_MAGADAN;马加丹-勘察加 ;;;;;;;;;;X
AREA_MAGDALENA;马格达莱纳 ;;;;;;;;;;X
AREA_MAGHREB_COAST;马格里布海岸 ;;;;;;;;;;X
AREA_MAINE;缅因州 ;;;;;;;;;;X
AREA_MALACKA;马来亚 ;;;;;;;;;;X
AREA_MALIAN_DESERT;马里沙漠 ;;;;;;;;;;X
AREA_MALIAN_VALLEYS;马里河谷 ;;;;;;;;;;X
AREA_MANAUS;马瑙斯 ;;;;;;;;;;X
AREA_MANITOBA;马尼托巴省 ;;;;;;;;;;X
AREA_MARACAIBO;哥伦比亚-马拉开波 ;;;;;;;;;;X
AREA_MARCUS_WAKE;马库斯-威克 ;;;;;;;;;;X
AREA_MARSHALLS;马绍尔群岛 ;;;;;;;;;;X
AREA_MARYLAND_DELAWARE;马里兰-特拉华州 ;;;;;;;;;;X
AREA_MASSACHUSSETS;马萨诸塞州 ;;;;;;;;;;X
AREA_MATO_GROSSO;马托格罗索 ;;;;;;;;;;X
AREA_MAURETANIA;毛里塔尼亚 ;;;;;;;;;;X
AREA_MELBOURNE;墨尔本 ;;;;;;;;;;X
AREA_MELKOSOPOTJNIK;东哈萨克 ;;;;;;;;;;X
AREA_MEMEL;波美拉尼亚 ;;;;;;;;;;X
AREA_MEXICO_CITY;墨西哥城 ;;;;;;;;;;X
AREA_MICHIGAN;密歇根州 ;;;;;;;;;;X
AREA_MIDWAY;萨尔茨堡 ;;;;;;;;;;X
AREA_MINDANAO;棉兰老岛 ;;;;;;;;;;X
AREA_MINNESOTA;明尼苏达州 ;;;;;;;;;;X
AREA_MINSK;明斯克 ;;;;;;;;;;X
AREA_MISSISSIPPI;密西西比州 ;;;;;;;;;;X
AREA_MISSOURI;密苏里州 ;;;;;;;;;;X
AREA_MOCAMBIQUE;莫桑比克 ;;;;;;;;;;X
AREA_MOLUCKS;马鲁古群岛 ;;;;;;;;;;X
AREA_MONGOLIA;蒙古 ;;;;;;;;;;X
AREA_MONTANA;蒙大拿州 ;;;;;;;;;;X
AREA_MOROCCO;摩洛哥 ;;;;;;;;;;X
AREA_MOSCOW;莫斯科 ;;;;;;;;;;X
AREA_NAGPUR;中央(印度)-那格浦尔 ;;;;;;;;;;X
AREA_NAMBIA;纳米比亚 ;;;;;;;;;;X
AREA_NAURU;瑙鲁 ;;;;;;;;;;X
AREA_NEBRASKA;内布拉斯加州 ;;;;;;;;;;X
AREA_NEDRE_NORRLAND;莱茵兰 ;;;;;;;;;;X
AREA_NETHERLANDS;尼德兰 ;;;;;;;;;;X
AREA_NEVADA;内华达州 ;;;;;;;;;;X
AREA_NEW_BRUNSWICK;新不伦瑞克省 ;;;;;;;;;;X
AREA_NEW_FOUNDLAND;纽芬兰省 ;;;;;;;;;;X
AREA_NEW_HAMPSHIRE;新罕布什尔州 ;;;;;;;;;;X
AREA_NEW_JERSEY;新泽西州 ;;;;;;;;;;X
AREA_NEW_MEXICO;新墨西哥州 ;;;;;;;;;;X
AREA_NEW_YORK;纽约州 ;;;;;;;;;;X
AREA_NEW_ZEALAND;新西兰 ;;;;;;;;;;X
AREA_NIASSA;尼亚萨兰 ;;;;;;;;;;X
AREA_NICARAGUA;尼加拉瓜 ;;;;;;;;;;X
AREA_NIGER;尼日尔 ;;;;;;;;;;X
AREA_NILE_VALLEY;尼罗河谷地 ;;;;;;;;;;X
AREA_NIZHNIJ_NOVGOROD;高尔基 ;;;;;;;;;;X
AREA_NORMANDY;诺曼底 ;;;;;;;;;;X
AREA_NORTH_BORNEO;北婆罗洲 ;;;;;;;;;;X
AREA_NORTH_CAROLINA;北卡罗来纳州 ;;;;;;;;;;X
AREA_NORTH_DAKOTA;北达科他州 ;;;;;;;;;;X
AREA_NORTH_ENGLAND;北英格兰 ;;;;;;;;;;X
AREA_NORTH_ETHIOPIA;北埃塞俄比亚 ;;;;;;;;;;X
AREA_NORTH_GILBERTS;北吉尔伯特群岛 ;;;;;;;;;;X
AREA_NORTH_IRELAND;西里西亚 ;;;;;;;;;;X
AREA_NORTH_ITALY;皮埃蒙特-伦巴第 ;;;;;;;;;;X
AREA_NORTH_KRASNOYARSK;布良斯克 ;;;;;;;;;;X
AREA_NORTH_MARIANES;马里亚纳群岛 ;;;;;;;;;;X
AREA_NORTH_NIGERIA;北尼日利亚 ;;;;;;;;;;X
AREA_NORTH_PERSIA;北波斯 ;;;;;;;;;;X
AREA_NORTH_RHODESIA;北罗德西亚 ;;;;;;;;;;X
AREA_NORTH_ROMANIA;威尼托-伊斯特拉 ;;;;;;;;;;X
AREA_NORTH_SCOTLAND;北苏格兰 ;;;;;;;;;;X
AREA_NORTHERN_NORWAY;北挪威 ;;;;;;;;;;X
AREA_NORTHWEST_TERRITORIES;努纳武特地区 ;;;;;;;;;;X
AREA_NOVA_SCOTIA;新斯科舍省 ;;;;;;;;;;X
AREA_NOVGOROD;诺夫哥罗德 ;;;;;;;;;;X
AREA_NOVOSIBIRSK;新西伯利亚 ;;;;;;;;;;X
AREA_NUBIAN_DESERT;努比亚沙漠 ;;;;;;;;;;X
AREA_ODESSA;尼古拉耶夫 ;;;;;;;;;;X
AREA_OESTERBOTTEN;斯洛文尼亚 ;;;;;;;;;;X
AREA_OESTRA_SVEALAND;斯韦阿兰 ;;;;;;;;;;X
AREA_OEVRE_NORRLAND;诺尔兰 ;;;;;;;;;;X
AREA_OHIO;俄亥俄州 ;;;;;;;;;;X
AREA_OKLAHOMA;俄克拉荷马州 ;;;;;;;;;;X
AREA_OMSK;阿尔泰边疆区 ;;;;;;;;;;X
AREA_ONTARIO;安大略省 ;;;;;;;;;;X
AREA_ORAN;黑山 ;;;;;;;;;;X
AREA_OREGON;俄勒冈州 ;;;;;;;;;;X
AREA_ORISSA;奥里萨 ;;;;;;;;;;X
AREA_PAKISTAN;旁遮普 ;;;;;;;;;;X
AREA_PALAWAN_MINDORO;西波斯 ;;;;;;;;;;X
AREA_PALESTINE;巴勒斯坦 ;;;;;;;;;;X
AREA_PANAMAN_RIDGE;巴拿马地峡 ;;;;;;;;;;X
AREA_PARIS;巴黎 ;;;;;;;;;;X
AREA_PAS_DE_CALAIS;加来 ;;;;;;;;;;X
AREA_PENNSYLVANIA;宾夕法尼亚州 ;;;;;;;;;;X
AREA_PENZA;奔萨 ;;;;;;;;;;X
AREA_PERM;彼尔姆 ;;;;;;;;;;X
AREA_PERSIAN_GULF_COAST;波斯湾海岸 ;;;;;;;;;;X
AREA_PERTH;珀斯 ;;;;;;;;;;X
AREA_PHOENIX;菲尼克斯群岛(凤凰群岛) ;;;;;;;;;;X
AREA_POLOTSK;卢布林 ;;;;;;;;;;X
AREA_POLYNESIA;波利尼西亚 ;;;;;;;;;;X
AREA_PORT_MORESBY;莫尔兹比港 ;;;;;;;;;;X
AREA_PORTUGAL;葡萄牙 ;;;;;;;;;;X
AREA_POZNAN;波森(波兹南) ;;;;;;;;;;X
AREA_PRIMORSKI;滨海区 ;;;;;;;;;;X
AREA_PSKOV;切尔尼戈夫 ;;;;;;;;;;X
AREA_PYONGYANG;北朝鲜 ;;;;;;;;;;X
AREA_PYRENEES_LANGUEDOC;比利牛斯-朗格多克 ;;;;;;;;;;X
AREA_QATTARA;南苏丹 ;;;;;;;;;;X
AREA_QINGHAI;青海 ;;;;;;;;;;X
AREA_QUEBEC;魁北克省 ;;;;;;;;;;X
AREA_QUITO;厄瓜多尔-基多 ;;;;;;;;;;X
AREA_RABAUL;莱恩群岛 ;;;;;;;;;;X
AREA_RAJASTAN;信德-拉吉普塔纳 ;;;;;;;;;;X
AREA_RED_SEA_COAST;红海海岸 ;;;;;;;;;;X
AREA_REHE;热河 ;;;;;;;;;;X
AREA_RESERVOIRE_RYBINSK;雷宾斯克水库 ;;;;;;;;;;X
AREA_RIO_DE_JANEIRO;里约热内卢 ;;;;;;;;;;X
AREA_RIO_DE_ORO;里奥-德奥罗 ;;;;;;;;;;X
AREA_ROGACHEV;戈梅利-莫吉廖夫 ;;;;;;;;;;X
AREA_ROSTOV;罗斯托夫 ;;;;;;;;;;X
AREA_RYAZAN;梁赞 ;;;;;;;;;;X
AREA_SACHSEN;萨克森 ;;;;;;;;;;X
AREA_SAKHALIN_KURILES;库页岛-千岛群岛 ;;;;;;;;;;X
AREA_SAMOA;萨摩亚群岛 ;;;;;;;;;;X
AREA_SAO_PAULO;圣保罗 ;;;;;;;;;;X
AREA_SARANSK;斯大林诺 ;;;;;;;;;;X
AREA_SARMI;柬埔寨 ;;;;;;;;;;X
AREA_SASKATCHEWAN;萨斯喀彻温省 ;;;;;;;;;;X
AREA_SENEGAMBIA;塞内冈比亚 ;;;;;;;;;;X
AREA_SENJAVIN;南海诸岛 ;;;;;;;;;;X
AREA_SEOUL;南朝鲜 ;;;;;;;;;;X
AREA_SHABA;沙巴(刚果) ;;;;;;;;;;X
AREA_SHANDONG;山东 ;;;;;;;;;;X
AREA_SHANXI;山西 ;;;;;;;;;;X
AREA_SHAANXI;陕西 ;;;;;;;;;;X
AREA_SIAM;北暹罗 ;;;;;;;;;;X
AREA_SICHUAN;四川 ;;;;;;;;;;X
AREA_SICILIAN_GAP;西西里要冲 ;;;;;;;;;;X
AREA_SIDI_BARRANI;西迪拜拉尼 ;;;;;;;;;;X
AREA_SIRTE;苏尔特 ;;;;;;;;;;X
AREA_SLAVE_COAST;奴隶海岸 ;;;;;;;;;;X
AREA_SLOVAKIA;斯洛伐克 ;;;;;;;;;;X
AREA_SMOLENSK;斯摩棱斯克 ;;;;;;;;;;X
AREA_SOMALIA;索马里 ;;;;;;;;;;X
AREA_SOMALILAND;索马里兰 ;;;;;;;;;;X
AREA_SOUTH_BORNEO;南婆罗洲 ;;;;;;;;;;X
AREA_SOUTH_CAROLINA;南卡罗来纳州 ;;;;;;;;;;X
AREA_SOUTH_DAKOTA;南达科他州 ;;;;;;;;;;X
AREA_SOUTH_ETHIOPIA;南埃塞俄比亚 ;;;;;;;;;;X
AREA_SOUTH_FINLAND;南芬兰 ;;;;;;;;;;X
AREA_SOUTH_GILBERTS;南吉尔伯特群岛 ;;;;;;;;;;X
AREA_SOUTH_ITALY;南意大利 ;;;;;;;;;;X
AREA_SOUTH_KRASNOYARSK;克拉斯诺亚尔斯克 ;;;;;;;;;;X
AREA_SOUTH_NIGERIA;南尼日利亚 ;;;;;;;;;;X
AREA_SOUTH_PERSIA;南波斯 ;;;;;;;;;;X
AREA_SOUTH_RHODESIA;南罗德西亚 ;;;;;;;;;;X
AREA_SOUTH_ROMANIA;瓦拉几亚 ;;;;;;;;;;X
AREA_SOUTH_SCOTLAND;南苏格兰 ;;;;;;;;;;X
AREA_SOUTHCENTRAL_NORWAY;摩拉维亚 ;;;;;;;;;;X
AREA_SOUTHERN_NORWAY;南挪威 ;;;;;;;;;;X
AREA_ST.HELENA;圣赫勒拿 ;;;;;;;;;;X
AREA_STALINGRAD;斯大林格勒 ;;;;;;;;;;X
AREA_SUEZ_CHANNEL_AREA;苏伊士运河区 ;;;;;;;;;;X
AREA_SUIYUAN_NINGXIA;绥远 ;;;;;;;;;;X
AREA_SUMATRA;苏门答腊岛 ;;;;;;;;;;X
AREA_SUNDA_ISLANDS;南越 ;;;;;;;;;;X
AREA_SVERDLOVSK;斯维尔德洛夫斯克 ;;;;;;;;;;X
AREA_SWITZERLAND;瑞士 ;;;;;;;;;;X
AREA_SYDNEY;悉尼 ;;;;;;;;;;X
AREA_SYZRAN;塞兹兰 ;;;;;;;;;;X
AREA_TADZJIKISTAN;塔吉克斯坦 ;;;;;;;;;;X
AREA_TAIWAN;琉球群岛 ;;;;;;;;;;X
AREA_TAJMYR_EVENK;车里雅宾斯克 ;;;;;;;;;;X
AREA_TAMBOV;坦波夫 ;;;;;;;;;;X
AREA_TANGANYIKA;坦噶尼喀 ;;;;;;;;;;X
AREA_TENNESSEE;田纳西州 ;;;;;;;;;;X
AREA_TEXAS;德克萨斯州 ;;;;;;;;;;X
AREA_THE_AZORES;亚速尔群岛 ;;;;;;;;;;X
AREA_THE_FALKLANDS;福克兰群岛 ;;;;;;;;;;X
AREA_THRACE;色雷斯 ;;;;;;;;;;X
AREA_TIBET;西藏 ;;;;;;;;;;X
AREA_TIERRA_DEL_FUEGO;火地岛 ;;;;;;;;;;X
AREA_TOBRUK;托布鲁克 ;;;;;;;;;;X
AREA_TOHOKU;中部-关东地区 ;;;;;;;;;;X
AREA_TOMSK;托木斯克 ;;;;;;;;;;X
AREA_TRANSJORDAN;外约旦 ;;;;;;;;;;X
AREA_TRANSNISTRIA;德涅斯特河沿岸 ;;;;;;;;;;X
AREA_TRANSVAAL_NATAL;德兰士瓦-纳塔尔 ;;;;;;;;;;X
AREA_TRANSYLVANIA;特兰西瓦尼亚 ;;;;;;;;;;X
AREA_TUNIS;突尼斯 ;;;;;;;;;;X
AREA_TURKESTAN;土耳其斯坦 ;;;;;;;;;;X
AREA_TURKMENISTAN;土库曼斯坦 ;;;;;;;;;;X
AREA_TYUMEN;秋明 ;;;;;;;;;;X
AREA_UFA;乌法 ;;;;;;;;;;X
AREA_UGANDA;乌干达 ;;;;;;;;;;X
AREA_UPPER_ARGENTINE;上阿根廷 ;;;;;;;;;;X
