#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;x
###########################################;;;;;;;;;;;x
########### MESSAGE HANDLER    ############;;;;;;;;;;;x
###########################################;;;;;;;;;;;x
##;;;;;;;;;;;x
#  PLAYER TITLES;;;;;;;;;;;x
##;;;;;;;;;;;x
##;*_BTN2 = right button;;*_BTN2 = right button;;*_BTN2 = right button;;;;;;x
##;;;;;;;;;;;x
##;If any field is left blank it will not be displayed at all in the message box. If a button is left blank the button will not be displayed. Functionality of buttons cannot be changed.;;If any field is left blank it will not be displayed at all in the message box. If a button is left blank the button will not be displayed. Functionality of buttons cannot be changed.;;If any field is left blank it will not be displayed at all in the message box. If a button is left blank the button will not be displayed. Functionality of buttons cannot be changed.;;;;;;x
##;All texts EXCEPT the '*_HEADER' can be of virtually any length ? the box and button size will change accordingly.;;All texts EXCEPT the '*_HEADER' can be of virtually any length ? the box and button size will change accordingly.;;All texts EXCEPT the '*_HEADER' can be of virtually any length ? the box and button size will change accordingly.;;;;;;x
##;VERY VERY VERY IMPORTANT!!! YOU MUST NOT CHANGE THE ORDER OF ANY VARIABLES ('%s' and '%d') OR ADD OR REMOVE ANY VARIABLES!!!;;VERY VERY VERY IMPORTANT!!! YOU MUST NOT CHANGE THE ORDER OF ANY VARIABLES ('%s' and '%d') OR ADD OR REMOVE ANY VARIABLES!!!;;VERY VERY VERY IMPORTANT!!! YOU MUST NOT CHANGE THE ORDER OF ANY VARIABLES ('%s' and '%d') OR ADD OR REMOVE ANY VARIABLES!!!;;;;;;x
##;;;;;;;;;;;x
TASKFORCE_SETUP;当我们发现一个敌方海上单位 ;;;;;;;;;;X
TASKFORCE_HEADER;海军简报%s ;;;;;;;;;;X
TASKFORCE_1;发现目标 ;;;;;;;;;;X
TASKFORCE_2;%t， 我们发现一个来自 ;;;;;;;;;;X
TASKFORCE_3;%s ;;;;;;;;;;X
TASKFORCE_4;的海上目标，位于 ;;;;;;;;;;X
TASKFORCE_5;%s ;;;;;;;;;;X
TASKFORCE_6;;;;;;;;;;;X
TASKFORCE_LOG;我们发现一个来自%s的海上目标，位于%s ;;;;;;;;;;X
TASKFORCE_BTN1;知道了 ;;;;;;;;;;X
TASKFORCE_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;X
DIVDEPLOY_SETUP;当我们重整军队 ;;;;;;;;;;X
DIVDEPLOY_HEADER;总参谋部简报%s ;;;;;;;;;;X
DIVDEPLOY_1;部队重整 ;;;;;;;;;;X
DIVDEPLOY_2;%t， 我们发出了 ;;;;;;;;;;X
DIVDEPLOY_3;%s ;;;;;;;;;;X
DIVDEPLOY_4;成为 ;;;;;;;;;;X
DIVDEPLOY_5;%s ;;;;;;;;;;X
DIVDEPLOY_6;的一部分的命令 ;;;;;;;;;;X
DIVDEPLOY_LOG;%s已被指派到%s。 ;;;;;;;;;;X
DIVDEPLOY_BTN1;知道了 ;;;;;;;;;;X
DIVDEPLOY_BTN2;选择 ;;;;;;;;;;X
DIVFROM; 来自%s ;;;;;;;;;;X
#;;;;;;;;;;;X 
AMISFIN_SETUP;本国空军在指定时间内完成指派的任务 ;;;;;;;;;;X
AMISFIN_HEADER;空军简报%s ;;;;;;;;;;X
AMISFIN_1;任务完成 ;;;;;;;;;;X
AMISFIN_2;%t， 空军部队 ;;;;;;;;;;X
AMISFIN_3;%s ;;;;;;;;;;X
AMISFIN_4;已完成指派的任务 ;;;;;;;;;;X
AMISFIN_5;;;;;;;;;;;X
AMISFIN_6;;;;;;;;;;;X
AMISFIN_LOG;%s已完成所指派的‘%s’任务 ;;;;;;;;;;X
AMISFIN_BTN1;知道了 ;;;;;;;;;;X
AMISFIN_BTN2;选择 ;;;;;;;;;;X
#;;;;;;;;;;;X
NMISFIN_SETUP;本国海军在指定时间内完成指派的任务 ;;;;;;;;;;X
NMISFIN_HEADER;海军简报%s ;;;;;;;;;;X
NMISFIN_1;任务完成 ;;;;;;;;;;X
NMISFIN_2;%t， 海军部队 ;;;;;;;;;;X
NMISFIN_3;%s ;;;;;;;;;;X
NMISFIN_4;已完成指派的任务 ;;;;;;;;;;X
NMISFIN_5;;;;;;;;;;;X
NMISFIN_6;;;;;;;;;;;X
NMISFIN_LOG;%s已完成所指派的‘%s’任务 ;;;;;;;;;;X
NMISFIN_BTN1;知道了 ;;;;;;;;;;X
NMISFIN_BTN2;选择 ;;;;;;;;;;X
#;;;;;;;;;;;X
HOST_DROP_MSG_CLIENT_HEADER;;;;;;;;;;;X
HOST_DROP_MSG_CLIENT_1;失去连接 ;;;;;;;;;;X
HOST_DROP_MSG_CLIENT_2;你已经失去了同主机的联系， 可能是他离开了游戏，也 可能是他的网络连接故障， 假如主机保存了游戏你可以 重新连接并从保存的游戏开 始。不管怎样你将退出当前 游戏(点击继续你还可以查看 你的国家) ;;;;;;;;;;X
HOST_DROP_MSG_CLIENT_3;;;;;;;;;;;X
HOST_DROP_MSG_CLIENT_4;;;;;;;;;;;X
HOST_DROP_MSG_CLIENT_5;;;;;;;;;;;X
HOST_DROP_MSG_CLIENT_6;;;;;;;;;;;X
HOST_DROP_MSG_CLIENT_LOG;;;;;;;;;;;X
HOST_DROP_MSG_CLIENT_BTN1;结束 ;;;;;;;;;;X
HOST_DROP_MSG_CLIENT_BTN2;继续 ;;;;;;;;;;X
#;;;;;;;;;;;X
WEADT_SETUP;当我们屈服于他国的领土要求 ;;;;;;;;;;X
WEADT_HEADER;外交简报%s ;;;;;;;;;;X
WEADT_1;领土割让 ;;;;;;;;;;X
WEADT_2;%t， 我们同意 ;;;;;;;;;;X
WEADT_3;%s ;;;;;;;;;;X
WEADT_4;的要求割让 ;;;;;;;;;;X
WEADT_5;%s ;;;;;;;;;;X
WEADT_6;给他们 ;;;;;;;;;;X
WEADT_LOG;我们被迫向%s割让%s。 ;;;;;;;;;;X
WEADT_BTN1;知道了 ;;;;;;;;;;X
WEADT_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;X
THEYADT_SETUP;当他国屈服于另一国的领土要求 ;;;;;;;;;;X
THEYADT_HEADER;情报部简报%s ;;;;;;;;;;X
THEYADT_1;领土割让 ;;;;;;;;;;X
THEYADT_2;%t， %s同意 ;;;;;;;;;;X
THEYADT_3;%s ;;;;;;;;;;X
THEYADT_4;的要求割让 ;;;;;;;;;;X
THEYADT_5;%s ;;;;;;;;;;X
THEYADT_6;给他们 ;;;;;;;;;;X
THEYADT_LOG;%s被迫向%s割让%s。 ;;;;;;;;;;X
THEYADT_BTN1;知道了 ;;;;;;;;;;X
THEYADT_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;X
ADTUS_SETUP;当他国屈服于我们的领土要求 ;;;;;;;;;;X
ADTUS_HEADER;情报部简报%s ;;;;;;;;;;X
ADTUS_1;领土割让 ;;;;;;;;;;X
ADTUS_2;%t， %s 接受我们的合理要求将 ;;;;;;;;;;X
ADTUS_3;%s ;;;;;;;;;;X
ADTUS_4;交给我们 ;;;;;;;;;;X
ADTUS_5;;;;;;;;;;;X
ADTUS_6;;;;;;;;;;;X
ADTUS_LOG;%s接受我们的要求割让%s。 ;;;;;;;;;;X
ADTUS_BTN1;知道了 ;;;;;;;;;;X
ADTUS_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;X
WEDDT_SETUP;当我们拒绝他国的领土要求 ;;;;;;;;;;X
WEDDT_HEADER;外交简报%s ;;;;;;;;;;X
WEDDT_1;拒绝要求 ;;;;;;;;;;X
WEDDT_2;%t， 我国拒绝了来自 ;;;;;;;;;;X
WEDDT_3;%s ;;;;;;;;;;X
WEDDT_4;的无理要求， 捍卫了我国的领土主权 ;;;;;;;;;;X
WEDDT_5;;;;;;;;;;;X
WEDDT_6;;;;;;;;;;;X
WEDDT_LOG;我们拒绝了来自%s的领土要求。 ;;;;;;;;;;X
WEDDT_BTN1;知道了 ;;;;;;;;;;X
WEDDT_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;X 
THEYDDT_SETUP;当他国拒绝另一国的领土要求 ;;;;;;;;;;X
THEYDDT_HEADER;情报部简报%s ;;;;;;;;;;X
THEYDDT_1;拒绝要求 ;;;;;;;;;;X
THEYDDT_2;%s ;;;;;;;;;;X
THEYDDT_3;拒绝屈服于来自 ;;;;;;;;;;X
THEYDDT_4;%s ;;;;;;;;;;X
THEYDDT_5;的领土要求 ;;;;;;;;;;X
THEYDDT_6;;;;;;;;;;;X
THEYDDT_LOG;%s拒绝了来自%s的领土要求。 ;;;;;;;;;;X
THEYDDT_BTN1;知道了 ;;;;;;;;;;X
THEYDDT_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;X
DDTUS_SETUP;当他国拒绝我们的领土要求 ;;;;;;;;;;X
DDTUS_HEADER;外交简报%s ;;;;;;;;;;X
DDTUS_1;拒绝要求 ;;;;;;;;;;X
DDTUS_2;%s ;;;;;;;;;;X
DDTUS_3;拒绝了我国的领土要求 ;;;;;;;;;;X
DDTUS_4;;;;;;;;;;;X
DDTUS_5;;;;;;;;;;;X
DDTUS_6;;;;;;;;;;;X
DDTUS_LOG;%s拒绝了我国的领土要求。 ;;;;;;;;;;X
DDTUS_BTN1;知道了 ;;;;;;;;;;X
DDTUS_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;X
THEYCOUPUSF_SETUP;当他国颠覆我们失败 ;;;;;;;;;;X
THEYCOUPUSF_HEADER;安全简报%s ;;;;;;;;;;X
THEYCOUPUSF_1;政变企图 ;;;;;;;;;;X
THEYCOUPUSF_2;%t， 我们怀疑 ;;;;;;;;;;X
THEYCOUPUSF_3;%s ;;;;;;;;;;X
THEYCOUPUSF_4;在背后支持着政变的阴谋 ;;;;;;;;;;X
THEYCOUPUSF_5;;;;;;;;;;;X
THEYCOUPUSF_6;;;;;;;;;;;X
THEYCOUPUSF_LOG;%s在我国发动政变失败。 ;;;;;;;;;;X
THEYCOUPUSF_BTN1;知道了 ;;;;;;;;;;X
THEYCOUPUSF_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;X
RANEVENT_BTN2;历史 ;;;;;;;;;;X
#;;;;;;;;;;;X
RANEVENTHIST_SETUP;当一个随机历史事件发生 ;;;;;;;;;;X
RANEVENTHIST_HEADER;史实背景 ;;;;;;;;;;X
RANEVENTHIST_1;%s ;;;;;;;;;;X
RANEVENTHIST_2;%s ;;;;;;;;;;X
RANEVENTHIST_3;;;;;;;;;;;X
RANEVENTHIST_4;;;;;;;;;;;X
RANEVENTHIST_5;;;;;;;;;;;X
RANEVENTHIST_6;;;;;;;;;;;X
RANEVENTHIST_LOG;%s ;;;;;;;;;;X
RANEVENTHIST_BTN1;知道了 ;;;;;;;;;;X
RANEVENTHIST_BTN2;详情 ;;;;;;;;;;X
#;;;;;;;;;;;X
HISTEVENT_SETUP;当一个历史事件发生 ;;;;;;;;;;X
HISTEVENT_HEADER;历史事件 ;;;;;;;;;;X
HISTEVENT_1;%s ;;;;;;;;;;X
HISTEVENT_2;%s ;;;;;;;;;;X
HISTEVENT_3;;;;;;;;;;;X
HISTEVENT_4;;;;;;;;;;;X
HISTEVENT_5;;;;;;;;;;;X
HISTEVENT_6;;;;;;;;;;;X
HISTEVENT_LOG;%s ;;;;;;;;;;X
HISTEVENT_BTN1;知道了 ;;;;;;;;;;X
HISTEVENT_BTN2;历史 ;;;;;;;;;;X
#;;;;;;;;;;;X
EVENTOTHER_SETUP;当一个单项选择的事件在他国发生 ;;;;;;;;;;X
EVENTOTHER_HEADER;情报部简报 \n关于%s ;;;;;;;;;;X
EVENTOTHER_1;%s ;;;;;;;;;;X
EVENTOTHER_2;发生了 ;;;;;;;;;;X
EVENTOTHER_3;%s ;;;;;;;;;;X
EVENTOTHER_4;事件 ;;;;;;;;;;X
EVENTOTHER_5;;;;;;;;;;;X
EVENTOTHER_6;;;;;;;;;;;X
EVENTOTHER_LOG;%s发生了%s事件。 ;;;;;;;;;;X
EVENTOTHER_BTN1;知道了 ;;;;;;;;;;X
EVENTOTHER_BTN2;;;;;;;;;;;X
#;;;;;;;;;;;X
EVENTOTHERS_SETUP;当一个多项选择的事件在他国发生 ;;;;;;;;;;X
EVENTOTHERS_HEADER;情报部简报 \n关于%s ;;;;;;;;;;X
EVENTOTHERS_1;%s ;;;;;;;;;;X
EVENTOTHERS_2;选择 ;;;;;;;;;;X
EVENTOTHERS_3;%s ;;;;;;;;;;X
EVENTOTHERS_4;在 ;;;;;;;;;;X
EVENTOTHERS_5;%s ;;;;;;;;;;X
EVENTOTHERS_6;;;;;;;;;;;X
EVENTOTHERS_LOG;%s选择了%s在%s事件。 ;;;;;;;;;;X
EVENTOTHERS_BTN1;知道了 ;;;;;;;;;;X
EVENTOTHERS_BTN2;;;;;;;;;;x
#;;;;;;;;;;;x
WGEXP_SETUP;当我们派遣远征部队 ;;;;;;;;;;X
WGEXP_HEADER;总参谋部简报%s ;;;;;;;;;;X
WGEXP_1;远征部队 ;;;;;;;;;;X
WGEXP_2;%t， 我们派遣远征军到 ;;;;;;;;;;X
WGEXP_3;%s ;;;;;;;;;;X
WGEXP_4;他们已接收了我们的 ;;;;;;;;;;X
WGEXP_5;%s ;;;;;;;;;;X
WGEXP_6;远征军 ;;;;;;;;;;X
WGEXP_LOG;%s收到了我们派出的%s。 ;;;;;;;;;;X
WGEXP_BTN1;知道了 ;;;;;;;;;;X
WGEXP_BTN2;查看 ;;;;;;;;;;x
#;;;;;;;;;;;x
TGEXP_SETUP;当他国派遣远征部队 ;;;;;;;;;;X
TGEXP_HEADER;情报部简报%s ;;;;;;;;;;X
TGEXP_1;远征部队 ;;;;;;;;;;X
TGEXP_2;%t， 我们得到重要信息: ;;;;;;;;;;X
TGEXP_3;%s ;;;;;;;;;;X
TGEXP_4;派出远征军 %s给 ;;;;;;;;;;X
TGEXP_5;%s ;;;;;;;;;;X
TGEXP_6;;;;;;;;;;;X
TGEXP_LOG;%s派出远征军%s给%s。 ;;;;;;;;;;X
TGEXP_BTN1;知道了 ;;;;;;;;;;X
TGEXP_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;X
TGEXPUS_SETUP;当我们接收远征部队 ;;;;;;;;;;X
TGEXPUS_HEADER;总参谋部简报%s ;;;;;;;;;;X
TGEXPUS_1;远征部队 ;;;;;;;;;;X
TGEXPUS_2;%t， 一些部队暂时交由我们指挥， 他们来自 ;;;;;;;;;;X
TGEXPUS_3;%s ;;;;;;;;;;X
TGEXPUS_4;他们把 ;;;;;;;;;;X
TGEXPUS_5;%s ;;;;;;;;;;X
TGEXPUS_6;派给我们 ;;;;;;;;;;X
TGEXPUS_LOG;%s派遣%s给我们。 ;;;;;;;;;;X
TGEXPUS_BTN1;知道了 ;;;;;;;;;;X
TGEXPUS_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;X
WRETEXP_SETUP;当我们收回远征部队 ;;;;;;;;;;X
WRETEXP_HEADER;总参谋部简报%s ;;;;;;;;;;X
WRETEXP_1;归还远征部队 ;;;;;;;;;;X
WRETEXP_2;%t， 我们已重新指挥我们的远征军 ;;;;;;;;;;X
WRETEXP_3;%s ;;;;;;;;;;X
WRETEXP_4;已将 ;;;;;;;;;;X
WRETEXP_5;%s ;;;;;;;;;;X
WRETEXP_6;归还 ;;;;;;;;;;X
WRETEXP_LOG;%s已将%s归还给我们。 ;;;;;;;;;;X
WRETEXP_BTN1;知道了 ;;;;;;;;;;X
WRETEXP_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;X
TRETEXP_SETUP;当他国收回远征部队 ;;;;;;;;;;X
TRETEXP_HEADER;情报部简报%s ;;;;;;;;;;X
TRETEXP_1;归还远征部队 ;;;;;;;;;;X
TRETEXP_2;%t， 我们得到重要信息： ;;;;;;;;;;X
TRETEXP_3;%s ;;;;;;;;;;X
TRETEXP_4;将%s归还给 ;;;;;;;;;;X
TRETEXP_5;%s ;;;;;;;;;;X
TRETEXP_6;;;;;;;;;;;X
TRETEXP_LOG;%s将%s归还给%s。 ;;;;;;;;;;X
TRETEXP_BTN1;知道了 ;;;;;;;;;;X
TRETEXP_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;X
TRETEXPUS_SETUP;当我们归还远征部队 ;;;;;;;;;;X
TRETEXPUS_HEADER;总参谋部简报%s ;;;;;;;;;;X
TRETEXPUS_1;归还远征部队 ;;;;;;;;;;X
TRETEXPUS_2;%t， 我们将 ;;;;;;;;;;X
TRETEXPUS_3;%s ;;;;;;;;;;X
TRETEXPUS_4;归还给 ;;;;;;;;;;X
TRETEXPUS_5;%s ;;;;;;;;;;X
TRETEXPUS_6;;;;;;;;;;;X
TRETEXPUS_LOG;我们将%s归还给%s。 ;;;;;;;;;;X
TRETEXPUS_BTN1;知道了 ;;;;;;;;;;X
TRETEXPUS_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;X 
RANEVENT_SETUP;当一个随机事件发生 ;;;;;;;;;;X
RANEVENT_HEADER;报纸头条 ;;;;;;;;;;X
RANEVENT_1;%s ;;;;;;;;;;X
RANEVENT_2;%s ;;;;;;;;;;X
RANEVENT_3;引致 ;;;;;;;;;;X
RANEVENT_4;%s ;;;;;;;;;;X
RANEVENT_5;;;;;;;;;;;X
RANEVENT_6;;;;;;;;;;;X
RANEVENT_LOG;%s ;;;;;;;;;;X
RANEVENT_BTN1;知道了 ;;;;;;;;;;X
#;;;;;;;;;;;x
NUKE_SETUP;当一个地区遭受核攻击 ;;;;;;;;;;X
NUKE_HEADER;情报部简报 ;;;;;;;;;;X
NUKE_1;核武器%s ;;;;;;;;;;X
NUKE_2;已经向 ;;;;;;;;;;X
NUKE_3;%s ;;;;;;;;;;X
NUKE_4;发射 ;;;;;;;;;;X
NUKE_5;;;;;;;;;;;X
NUKE_6;;;;;;;;;;;X
NUKE_LOG;%s遭到核攻击。 ;;;;;;;;;;X
NUKE_BTN1;知道了 ;;;;;;;;;;X
NUKE_BTN2;查看 ;;;;;;;;;;x
#;;;;;;;;;;;x
TECHFINISHED_SETUP;当我们发展出新科技 ;;;;;;;;;;X
TECHFINISHED_HEADER;军备简报%s ;;;;;;;;;;X
TECHFINISHED_1;发展出新科技 ;;;;;;;;;;X
TECHFINISHED_2;%t， %s完成了对 ;;;;;;;;;;X
TECHFINISHED_3;%s ;;;;;;;;;;X
TECHFINISHED_4;的研究 ;;;;;;;;;;X
TECHFINISHED_5;;;;;;;;;;;X
TECHFINISHED_6;;;;;;;;;;;X
TECHFINISHED_LOG;%s发展出‘%s’。 ;;;;;;;;;;X
TECHFINISHED_BTN1;知道了 ;;;;;;;;;;X
TECHFINISHED_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
GAINTECH_SETUP;当他国给我们分享科技 ;;;;;;;;;;X
GAINTECH_HEADER;军备简报%s ;;;;;;;;;;X
GAINTECH_1;分享科技 ;;;;;;;;;;X
GAINTECH_2;%t，  我们在 ;;;;;;;;;;X
GAINTECH_3;%s ;;;;;;;;;;X
GAINTECH_4;的朋友分享了有关 ;;;;;;;;;;X
GAINTECH_5;%s ;;;;;;;;;;X
GAINTECH_6;的研究 ;;;;;;;;;;X
GAINTECH_LOG;%s向我们分享了‘%s’。 ;;;;;;;;;;X
GAINTECH_BTN1;知道了 ;;;;;;;;;;X
GAINTECH_BTN2;;;;;;;;;;;X
#;;;;;;;;;;;x
BOMB_OIL;%.2f 石油 ;;;;;;;;;;X
BOMB_RARE_MATERIALS;%.2f 稀有原料 ;;;;;;;;;;X
BOMB_ENERGY;%.2f 能源 ;;;;;;;;;;X
BOMB_METAL;%.2f 金属 ;;;;;;;;;;X
BOMB_IC;%.2f 工业产值 ;;;;;;;;;;X
BOMB_INFRA;%.2f\%%的基础建设 ;;;;;;;;;;X
BOMB_NONE;微不足道 ;;;;;;;;;;X
BOMB_COAST;%.2f 级的海防要塞 ;;;;;;;;;;X
BOMB_LAND;%.2f 级的要塞 ;;;;;;;;;;X
BOMB_AA;%.2f 防空设施 ;;;;;;;;;;X
BOMB_AIRB;%.2f 级的空军基地 ;;;;;;;;;;X
BOMB_NAVB;%.2f 级的海军基地 ;;;;;;;;;;X
BOMB_RAD;%.2f 级的雷达站 ;;;;;;;;;;X
BOMB_NUC;%.2f 级的核武器试验场 ;;;;;;;;;;X
BOMB_ROC;%.2f 级的火箭基地 ;;;;;;;;;;X
NODAMAGE;具体不详 ;;;;;;;;;;X
#;;;;;;;;;;;x
WSTRBOMB_SETUP;当我们空袭敌方地区 ;;;;;;;;;;X
WSTRBOMB_HEADER;空军简报%s ;;;;;;;;;;X
WSTRBOMB_1;空袭行动 ;;;;;;;;;;X
WSTRBOMB_2;%t， 我英勇的空军已轰炸了 ;;;;;;;;;;X
WSTRBOMB_3;%s ;;;;;;;;;;X
WSTRBOMB_4;当地损失了 %s ;;;;;;;;;;X
WSTRBOMB_5;;;;;;;;;;;X
WSTRBOMB_6;;;;;;;;;;;X
WSTRBOMB_LOG;我空军轰炸了%s，令当地损失了%s。 ;;;;;;;;;;X
WSTRBOMB_BTN1;知道了 ;;;;;;;;;;X
WSTRBOMB_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x 
TSTRBOMB_SETUP;当他国空袭敌对地区 ;;;;;;;;;;X
TSTRBOMB_HEADER;情报部简报%s ;;;;;;;;;;X
TSTRBOMB_1;空袭行动 ;;;;;;;;;;X
TSTRBOMB_2;%t， %s空袭了 ;;;;;;;;;;X
TSTRBOMB_3;%s ;;;;;;;;;;X
TSTRBOMB_4;当地损失了 %s ;;;;;;;;;;X
TSTRBOMB_5;;;;;;;;;;;X
TSTRBOMB_6;;;;;;;;;;;X
TSTRBOMB_LOG;%s空袭了%s，令当地损失了%s。 ;;;;;;;;;;X
TSTRBOMB_BTN1;知道了 ;;;;;;;;;;X
TSTRBOMB_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
TSTRBOMBUS_SETUP;当我方地区遭到空袭 ;;;;;;;;;;X
TSTRBOMBUS_HEADER;安全部简报%s ;;;;;;;;;;X
TSTRBOMBUS_1;我方城市遭空袭 ;;;;;;;;;;X
TSTRBOMBUS_2;%t， 下流的%s空袭了 ;;;;;;;;;;X
TSTRBOMBUS_3;%s ;;;;;;;;;;X
TSTRBOMBUS_4;当地损失了 %s ;;;;;;;;;;X
TSTRBOMBUS_5;;;;;;;;;;;X
TSTRBOMBUS_6;;;;;;;;;;;X
TSTRBOMBUS_LOG;%s空袭了我们的%s，造成%s的损失。 ;;;;;;;;;;X
TSTRBOMBUS_BTN1;知道了 ;;;;;;;;;;X
TSTRBOMBUS_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
WAMC_SETUP;当我们准许他国控制我们的军队 ;;;;;;;;;;X
WAMC_HEADER;总参谋部简报%s ;;;;;;;;;;X
WAMC_1;军事控制 ;;;;;;;;;;X
WAMC_2;%t， 我们准许 ;;;;;;;;;;X
WAMC_3;%s ;;;;;;;;;;X
WAMC_4;指挥我们的军队 ;;;;;;;;;;X
WAMC_5;;;;;;;;;;;X
WAMC_6;;;;;;;;;;;X
WAMC_LOG;我们准许%s指挥我国的军队。 ;;;;;;;;;;X
WAMC_BTN1;知道了 ;;;;;;;;;;X
WAMC_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
TAMC_SETUP;当他国准许另一国控制其军队 ;;;;;;;;;;X
TAMC_HEADER;情报部简报%s ;;;;;;;;;;X
TAMC_1;军事控制 ;;;;;;;;;;X
TAMC_2;%t， %s准许 ;;;;;;;;;;X
TAMC_3;%s ;;;;;;;;;;X
TAMC_4;指挥他们的军队 ;;;;;;;;;;X
TAMC_5;;;;;;;;;;;X
TAMC_6;;;;;;;;;;;X
TAMC_LOG;%s准许%s指挥他们的军队。 ;;;;;;;;;;X
TAMC_BTN1;知道了 ;;;;;;;;;;X
TAMC_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
TAMCU_SETUP;当他国准许我们控制其军队 ;;;;;;;;;;X
TAMCU_HEADER;外交简报%s ;;;;;;;;;;X
TAMCU_1;军事控制 ;;;;;;;;;;X
TAMCU_2;%t ;;;;;;;;;;X
TAMCU_3;%s ;;;;;;;;;;X
TAMCU_4;允许我们完全控制他们的军队 ;;;;;;;;;;X
TAMCU_5;;;;;;;;;;;X
TAMCU_6;;;;;;;;;;;X
TAMCU_LOG;%s允许我们控制他们的军队。 ;;;;;;;;;;X
TAMCU_BTN1;知道了 ;;;;;;;;;;X
TAMCU_BTN2;查看 ;;;;;;;;;;X
