Id;Name;Area;Region;Continent;Climate;Terrain;SizeModifier;AirCapacity;Infrastructure;City;Beaches;Port Allowed;Port Seazone;IC;Manpower;Oil;Metal;Energy;Rare Materials;City XPos;City YPos;Army XPos;Army YPos;Port XPos;Port YPos;Beach XPos;Beach YPos;Beach Icon;Fort XPos;Fort YPos;AA XPos;AA YPos;Counter x;Counter Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Fill coord X;Fill coord Y;;;;;;;;;
33;PROV33;Brittany;France;Europe;Temperate;Clear;;;120;;1;1;3605;4;2;0;2;0;1;14853;2383;14832;2355;14817;2299;14826;2314;12;14829;2338;14830;2385;14832;2355;;;;;;;;;;;14469;2662;-1;-1
34;PROV34;Brittany;France;Europe;Temperate;Clear;;;100;;1;1;2415;2;1;0;1;0;0;14759;2426;14738;2401;14702;2430;14726;2431;15;14694;2407;14704;2379;14738;2401;;;;;;;;;;;14415;2731;-1;-1
35;PROV35;Brittany;France;Europe;Mediterranean;Clear;;;100;;1;1;2415;4;2;0;3;0;1;14860;2415;14823;2434;14763;2468;14771;2456;0;14845;2455;14787;2445;14823;2434;;;;;;;;;;;14493;2816;-1;-1
36;PROV36;Brittany;France;Europe;Temperate;Clear;;;100;;0;0;0;0;0;0;1;0;0;14975;2443;14937;2431;14586;2768;14586;2768;0;14914;2437;14898;2418;14937;2431;;;;;;;;;;;14576;2740;-1;-1
37;PROV37;Normandy;France;Europe;Temperate;Hills;;;100;;0;1;3605;0;0;0;0;0;0;14907;2315;14877;2298;14834;2282;14840;2300;5;14855;2297;14893;2281;14877;2298;;;;;;;;;;;14600;2648;-1;-1
38;PROV38;Normandy;France;Europe;Temperate;Clear;;;120;;1;1;2412;2;1;0;0;0;0;14848;2256;14856;2229;14827;2184;14859;2190;3;14857;2205;14891;2229;14856;2229;;;;;;;;;;;14572;2544;-1;-1
39;PROV39;Normandy;France;Europe;Temperate;Clear;;;120;;1;1;2412;3;1;0;4;0;0;14993;2259;14952;2254;14918;2224;14958;2234;3;14951;2274;14916;2258;14952;2254;;;;;;;;;;;14640;2596;-1;-1
40;PROV40;Normandy;France;Europe;Temperate;Forest;;;100;;0;0;0;0;0;0;19;0;0;15021;2339;14980;2313;14717;2650;14717;2650;0;14977;2292;14934;2301;14980;2313;;;;;;;;;;;14692;2648;-1;-1
41;PROV41;Normandy;France;Europe;Temperate;Clear;;;100;;1;1;2412;2;1;0;0;0;0;15087;2167;15045;2183;14990;2183;15019;2178;2;14998;2199;15056;2200;15045;2183;;;;;;;;;;;14748;2564;-1;-1
42;PROV42;Pas de Calais;France;Europe;Temperate;Clear;;;100;;1;1;3604;2;1;0;0;3;0;15189;2183;15148;2153;15093;2137;15104;2123;5;15153;2178;15118;2138;15148;2153;;;;;;;;;;;14808;2540;-1;-1
43;PROV43;Pas de Calais;France;Europe;Temperate;Clear;;;100;;1;1;3604;2;0;0;0;7;1;15166;2080;15172;2062;15164;2023;15148;2038;2;15169;2039;15188;2078;15172;2062;;;;;;;;;;;14924;2432;-1;-1
44;PROV44;Pas de Calais;France;Europe;Temperate;Urban;;;120;;0;0;0;4;2;0;5;62;2;15235;2073;15214;2100;15000;2400;14965;2505;0;15220;2089;15228;2113;15214;2100;;;;;;;;;;;14958;2492;-1;-1
45;PROV45;Flanders;Benelux;Europe;Temperate;Clear;;;100;;1;1;2395;3;1;0;0;0;0;15322;2015;15291;2018;15246;1983;15253;1996;10;15284;2039;15272;2002;15291;2018;;;;;;;;;;;15034;2420;-1;-1
46;PROV46;Netherlands;Benelux;Europe;Temperate;Urban;;;120;;1;1;2472;4;2;0;1;0;1;15412;1933;15371;1930;15315;1906;15313;1924;9;15349;1944;15334;1924;15371;1930;;;;;;;;;;;15122;2347;-1;-1
47;PROV47;Netherlands;Benelux;Europe;Temperate;Urban;;;120;;1;1;2472;6;3;0;1;0;1;15387;1860;15376;1834;15391;1792;15373;1785;1;15400;1836;15376;1887;15376;1834;;;;;;;;;;;15152;2272;-1;-1
48;PROV48;Netherlands;Benelux;Europe;Temperate;Marsh;;;100;;0;1;2472;3;1;0;0;0;0;15411;1899;15429;1905;15415;1856;15424;1859;10;15415;1896;15425;1869;15432;1893;;;;;;;;;;;15208;2331;-1;-1
49;PROV49;Netherlands;Benelux;Europe;Temperate;Clear;;;100;;0;0;0;2;1;0;1;4;0;15462;1952;15420;1975;15219;2395;15219;2395;0;15421;1990;15448;1982;15420;1975;;;;;;;;;;;15224;2379;-1;-1
50;PROV50;Flanders;Benelux;Europe;Temperate;Clear;;;120;;0;0;0;4;3;0;1;40;1;15365;2034;15372;2014;15198;2425;15198;2425;0;15354;2003;15409;2013;15372;2014;;;;;;;;;;;15204;2420;-1;-1
51;PROV51;Flanders;Benelux;Europe;Temperate;Urban;;;120;;0;0;0;5;3;0;1;17;1;15378;2054;15327;2070;15132;2447;15132;2447;0;15333;2072;15295;2059;15327;2070;;;;;;;;;;;15120;2436;-1;-1
52;PROV52;Wallonia;Benelux;Europe;Temperate;Forest;;;120;;0;0;0;3;1;0;1;4;1;15320;2117;15288;2102;;;;;;15287;2118;15259;2083;15288;2102;;;;;;;;;;;15072;2480;-1;-1
53;PROV53;Pas de Calais;France;Europe;Temperate;Forest;;;120;;0;0;0;2;0;0;3;7;0;15271;2171;15264;2140;15048;2562;15048;2562;0;15256;2125;15309;2136;15264;2140;;;;;;;;;;;15028;2544;-1;-1
54;PROV54;Pas de Calais;France;Europe;Temperate;Hills;;;120;;0;0;0;3;2;0;1;0;0;15217;2179;15267;2205;14925;2583;14925;2583;0;15279;2226;15300;2186;15267;2205;;;;;;;;;;;14908;2556;-1;-1
55;PROV55;Paris;France;Europe;Temperate;Forest;;;100;;0;0;0;2;1;0;2;0;0;15242;2266;15221;2249;14985;2650;14985;2650;0;15193;2255;15239;2232;15221;2249;;;;;;;;;;;14976;2640;-1;-1
56;PROV56;Paris;France;Europe;Temperate;Urban;;;120;;0;0;0;8;6;0;3;0;2;15152;2279;15171;2287;14867;2691;14867;2691;0;15181;2276;15168;2298;15171;2279;;;;;;;;;;;14828;2660;-1;-1
57;PROV57;Loire;France;Europe;Temperate;Clear;;;120;;0;0;0;4;2;0;2;0;0;15210;2398;15165;2378;14820;2751;14820;2751;0;15117;2383;15136;2347;15165;2378;;;;;;;;;;;14772;2740;-1;-1
58;PROV58;Brittany;France;Europe;Temperate;Clear;;;120;;0;0;0;2;0;0;18;3;0;15003;2403;14997;2377;14695;2771;14695;2771;0;14981;2358;15036;2362;14997;2377;;;;;;;;;;;14680;2776;-1;-1
59;PROV59;Loire;France;Europe;Mediterranean;Clear;;;100;;1;1;2415;0;0;0;0;0;0;14904;2546;14849;2524;14832;2564;14817;2533;0;14859;2553;14815;2493;14849;2524;;;;;;;;;;;14552;2876;-1;-1
60;PROV60;Loire;France;Europe;Mediterranean;Clear;;;120;;0;0;0;2;1;0;0;4;1;15110;2433;15062;2460;14712;2928;14712;2928;0;15028;2468;15099;2450;15062;2460;;;;;;;;;;;14680;2908;-1;-1
61;PROV61;Loire;France;Europe;Mediterranean;Forest;;;120;;0;0;0;2;0;0;3;4;0;15207;2482;15171;2446;14855;2841;14855;2841;0;15152;2467;15142;2412;15171;2446;;;;;;;;;;;14856;2804;-1;-1
62;PROV62;Bourgogne_Champagne;France;Europe;Temperate;Clear;;;120;;0;0;0;2;1;0;2;3;0;15248;2381;15281;2410;14965;2837;14965;2837;0;15282;2432;15316;2437;15281;2410;;;;;;;;;;;14944;2828;-1;-1
63;PROV63;Bourgogne_Champagne;France;Europe;Temperate;Clear;;;100;;0;0;0;2;0;0;0;3;0;15324;2384;15292;2359;15040;2778;15040;2778;0;15287;2337;15255;2342;15292;2359;;;;;;;;;;;15056;2772;-1;-1
64;PROV64;Pas de Calais;France;Europe;Temperate;Forest;;;100;;0;0;0;0;0;0;0;0;0;15412;2299;15371;2276;15132;2682;15132;2682;0;15327;2250;15391;2290;15371;2276;;;;;;;;;;;15120;2672;-1;-1
65;PROV65;Wallonia;Benelux;Europe;Temperate;Forest;;;100;;0;0;0;2;1;0;0;7;0;15335;2158;15360;2124;15168;2521;15168;2521;0;15384;2101;15356;2102;15360;2124;;;;;;;;;;;15140;2500;-1;-1
66;PROV66;Nedre Norrland;Germany;Europe;Temperate;Forest;;;120;;0;0;0;1;1;0;30;30;0;15488;2036;15500;2074;15283;2445;15283;2445;0;15517;2109;15498;2085;15500;2074;;;;;;;;;;;15272;2448;-1;-1
67;PROV67;Westphalen;Germany;Europe;Temperate;Urban;;;120;;0;0;0;8;3;0;0;93;0;15541;1930;15571;1966;15341;2459;15341;2459;0;15546;1969;15604;1972;15571;1966;;;;;;;;;;;15340;2448;-1;-1
68;PROV68;Wallonia;Benelux;Europe;Temperate;Hills;;;120;;0;0;0;3;1;0;1;10;1;15442;2062;15413;2078;15232;2521;15232;2521;0;15413;2077;15386;2072;15413;2078;;;;;;;;;;;15236;2496;-1;-1
69;PROV69;Flanders;Benelux;Europe;Temperate;Forest;;;80;;0;0;0;0;0;0;0;1;0;15429;2073;15419;2051;15224;2567;15224;2567;0;15407;2047;15443;2039;15419;2051;;;;;;;;;;;15208;2556;-1;-1
70;PROV70;Wallonia;Benelux;Europe;Temperate;Forest;;;100;;0;0;0;1;0;0;0;4;0;15410;2121;15410;2158;15187;2615;15187;2615;0;15439;2200;15388;2160;15410;2158;;;;;;;;;;;15176;2596;-1;-1
71;PROV71;Wallonia;Benelux;Europe;Temperate;Forest;;;100;;0;0;0;3;1;0;51;2;1;15456;2172;15479;2191;15254;2622;15254;2622;0;15473;2219;15500;2190;15479;2191;;;;;;;;;;;15244;2608;-1;-1
72;PROV72;Lorraine_Alsace;France;Europe;Temperate;Hills;;;100;;0;0;0;2;1;0;59;15;2;15536;2297;15523;2271;15204;2692;15204;2692;0;15491;2263;15560;2297;15523;2271;;;;;;;;;;;15196;2684;-1;-1
73;PROV73;Lorraine_Alsace;France;Europe;Temperate;Forest;;;120;;0;0;0;2;1;0;8;65;1;15582;2276;15604;2307;15327;2728;15327;2728;0;15608;2334;15628;2287;15604;2307;;;;;;;;;;;15324;2712;-1;-1
74;PROV74;Nedre Norrland;Germany;Europe;Temperate;Forest;;;100;;0;0;0;2;1;0;4;61;2;15574;2216;15549;2230;15362;2624;15362;2624;0;15547;2246;15585;2241;15549;2230;;;;;;;;;;;15372;2620;-1;-1
75;PROV75;Nedre Norrland;Germany;Europe;Temperate;Urban;;;120;;0;0;0;8;4;1;6;30;5;15526;2069;15532;2051;15319;2558;15319;2558;0;15536;2037;15549;2056;15532;2051;;;;;;;;;;;15308;2532;-1;-1
76;PROV76;Westphalen;Germany;Europe;Temperate;Urban;;;120;;0;0;0;4;1;0;0;52;3;15603;2005;15571;2007;15358;2441;15358;2441;0;15551;2010;15571;2007;15571;2007;;;;;;;;;;;15344;2376;-1;-1
77;PROV77;Netherlands;Benelux;Europe;Temperate;Clear;;;120;;0;0;0;3;1;0;0;0;1;15476;1921;15504;1893;15428;1837;15435;1848;9;15513;1916;15529;1863;15504;1893;;;;;;;;;;;15284;2304;-1;-1
78;PROV78;Netherlands;Benelux;Europe;Temperate;Clear;;;100;;1;1;2472;2;0;0;1;1;0;15477;1800;15456;1773;15424;1758;15441;1737;3;15463;1754;15494;1774;15456;1773;;;;;;;;;;;15264;2196;-1;-1
79;PROV79;Netherlands;Benelux;Europe;Temperate;Clear;;;100;;1;1;2473;2;0;0;0;1;0;15540;1827;15528;1782;15520;1719;15530;1740;3;15517;1768;15509;1809;15528;1782;;;;;;;;;;;15332;2204;-1;-1
80;PROV80;Hannover_Magdeburg;Germany;Europe;Temperate;Clear;;;120;;1;1;2473;4;2;0;0;0;0;15665;1753;15647;1737;15653;1695;15628;1699;3;15641;1713;15637;1743;15647;1737;;;;;;;;;;;15424;2204;-1;-1
81;PROV81;Westphalen;Germany;Europe;Temperate;Clear;;;120;;0;0;0;4;2;0;1;0;0;15648;1912;15602;1924;15451;2341;15451;2341;0;15600;1900;15571;1904;15602;1924;;;;;;;;;;;15420;2316;-1;-1
82;PROV82;Hessen;Germany;Europe;Temperate;Forest;;;120;;0;0;0;4;1;0;0;37;2;15782;2007;15745;2003;15501;2476;15501;2476;0;15761;1992;15702;2005;15745;2003;;;;;;;;;;;15504;2452;-1;-1
83;PROV83;Bavaria;Germany;Europe;Temperate;Forest;;;80;;0;0;0;5;2;0;0;0;0;15870;2128;15840;2122;15624;2540;15624;2540;0;15839;2147;15806;2097;15840;2122;;;;;;;;;;;15620;2536;-1;-1
84;PROV84;Hessen;Germany;Europe;Temperate;Clear;;;120;;0;0;0;2;0;0;22;0;0;15836;2004;15874;2004;15622;2471;15622;2471;0;15887;2031;15918;1996;15874;2004;;;;;;;;;;;15624;2456;-1;-1
85;PROV85;Hannover_Magdeburg;Germany;Europe;Temperate;Forest;;;120;;0;0;0;2;0;0;0;3;0;15819;1925;15807;1953;15627;2329;15627;2329;0;15805;1981;15781;1923;15807;1953;;;;;;;;;;;15596;2336;-1;-1
86;PROV86;Hannover_Magdeburg;Germany;Europe;Temperate;Forest;;;120;;0;0;0;5;3;2;8;0;3;15758;1840;15774;1869;15582;2253;15582;2253;0;15757;1889;15797;1893;15774;1869;;;;;;;;;;;15584;2244;-1;-1
87;PROV87;Hannover_Magdeburg;Germany;Europe;Temperate;Marsh;;;110;;0;1;2473;4;2;1;1;0;0;15743;1713;15733;1751;15675;1703;15692;1693;2;15717;1774;15702;1707;15733;1751;;;;;;;;;;;15540;2176;-1;-1
88;PROV88;Holstein_Mecklemburg;Germany;Europe;Temperate;Urban;;;120;;0;0;0;6;3;0;1;0;1;15840;1713;15812;1722;15761;1712;15619;2155;0;15826;1731;15782;1708;15812;1722;;;;;;;;;;;15616;2140;-1;-1
89;PROV89;Holstein_Mecklemburg;Germany;Europe;Temperate;Forest;;;80;;0;1;2476;2;0;0;0;0;0;15863;1717;15878;1676;15909;1633;15902;1669;4;15888;1642;15886;1684;15878;1676;;;;;;;;;;;15672;2112;-1;-1
90;PROV90;Holstein_Mecklemburg;Germany;Europe;Temperate;Forest;;;120;;1;1;2476;3;1;0;0;0;0;15828;1684;15803;1663;15837;1614;15854;1630;4;15823;1639;15775;1658;15803;1663;;;;;;;;;;;15560;2068;-1;-1
91;PROV91;Holstein_Mecklemburg;Germany;Europe;Temperate;Clear;;;120;;0;0;2476;0;0;0;0;1;0;15724;1552;15750;1534;15790;1532;15808;1548;8;15779;1551;15704;1531;15750;1534;;;;;;;;;;;15572;1988;-1;-1
92;PROV92;Denmark;Denmark;Europe;Temperate;Hills;;;120;;0;0;290;2;1;0;1;5;0;15853;1382;15810;1431;15856;1427;15813;1458;6;15822;1433;15764;1434;15810;1431;;;;;;;;;;;15588;1880;-1;-1
93;PROV93;Goetaland;Sweden;Europe;Temperate;Clear;;;120;;1;1;290;2;1;0;2;2;0;16149;1366;16125;1404;16064;1513;16049;1494;5;16073;1476;16134;1461;16125;1404;;;;;;;;;;;15896;1992;-1;-1
94;PROV94;Moscow;Russia;Europe;Muddy;Forest;;;120;;0;0;0;0;0;0;0;6;0;18192;1458;18170;1425;17566;1855;17566;1855;0;18140;1403;18165;1384;18170;1425;;;;;;;;;;;17581;1837;-1;-1
95;PROV95;Goetaland;Sweden;Europe;Temperate;Clear;;;80;;1;1;2492;1;0;0;0;1;0;16298;1239;16299;1309;16318;1396;16363;1258;6;16316;1357;16259;1365;16299;1309;;;;;;;;;;;16052;1928;-1;-1
96;PROV96;Goetaland;Sweden;Europe;Temperate;Clear;;;80;;1;1;2479;0;0;0;0;0;0;16568;1197;16534;1253;16477;1264;16511;1212;1;16493;1244;16501;1290;16534;1253;;;;;;;;;;;16264;1800;-1;-1
97;PROV97;Goetaland;Sweden;Europe;Temperate;Forest;;;120;;0;0;0;1;0;0;0;2;1;16236;1311;16188;1261;16130;1795;16121;1852;5;16169;1230;16209;1212;16188;1261;;;;;;;;;;;16004;1820;-1;-1
98;PROV98;Goetaland;Sweden;Europe;Temperate;Clear;;;120;;1;1;2475;2;1;0;3;1;0;16099;1304;16046;1263;15970;1278;16000;1303;0;15978;1255;16000;1205;16046;1263;;;;;;;;;;;15868;1872;-1;-1
99;PROV99;Goetaland;Sweden;Europe;Temperate;Forest;;;80;;0;0;0;0;0;0;0;0;0;16047;1195;16085;1180;15951;1727;15951;1727;0;16109;1136;16090;1223;16085;1180;;;;;;;;;;;15912;1724;-1;-1
100;PROV100;Goetaland;Sweden;Europe;Temperate;Clear;;;120;;1;1;2479;1;0;0;0;1;0;16212;1161;16288;1142;16389;1139;16379;1180;5;16313;1117;16285;1184;16288;1142;;;;;;;;;;;16104;1660;-1;-1
101;PROV101;Oestra Svealand;Sweden;Europe;Temperate;Urban;;;120;;1;1;2481;4;3;1;5;2;2;16369;1049;16443;1057;16548;1046;16473;1080;6;16513;1034;16403;1085;16443;1057;;;;;;;;;;;16212;1552;-1;-1
102;PROV102;Oestra Svealand;Sweden;Europe;Temperate;Clear;;;120;;1;1;2489;1;0;0;0;1;0;16466;916;16472;957;16492;897;16532;923;4;16420;988;16532;972;16472;957;;;;;;;;;;;16204;1440;-1;-1
103;PROV103;South Finland;Finland;Europe;Temperate;Forest;;;70;;1;1;2481;0;0;0;0;0;0;16601;913;16646;928;16651;955;16694;940;14;16633;943;16690;922;16646;928;;;;;;;;;;;16376;1452;-1;-1
104;PROV104;Oestra Svealand;Sweden;Europe;Temperate;Clear;;;80;;0;0;0;0;0;0;0;0;0;16258;959;16301;985;16301;985;16114;1529;0;16322;1014;16360;952;16301;985;;;;;;;;;;;16084;1500;-1;-1
105;PROV105;Oestra Svealand;Sweden;Europe;Temperate;Forest;;;80;;0;0;0;1;0;0;0;3;1;16042;922;16030;975;16030;975;15987;1576;0;16064;1019;15996;1010;16030;975;;;;;;;;;;;15996;1564;-1;-1
106;PROV106;Goetaland;Sweden;Europe;Subarctic;Forest;;;120;;0;1;2494;1;0;0;1;1;1;15932;1106;15961;1130;15903;1129;15921;1149;0;16009;1080;15959;1172;15961;1130;;;;;;;;;;;15832;1576;-1;-1
107;PROV107;Southern Norway;Norway;Europe;Temperate;Urban;;;120;;1;1;2494;3;2;1;3;3;2;15916;964;15882;988;15864;1055;15831;1059;14;15887;1018;15917;1017;15882;988;;;;;;;;;;;15760;1480;-1;-1
108;PROV108;Southern Norway;Norway;Europe;Temperate;Mountain;;;70;;0;1;2474;1;0;0;2;3;0;15625;979;15661;1050;15625;1187;15699;1147;6;15588;1172;15704;996;15661;1050;;;;;;;;;;;15632;1544;-1;-1
109;PROV109;Southern Norway;Norway;Europe;Temperate;Mountain;;;70;;0;1;2393;0;0;0;0;0;1;15510;995;15483;1051;15419;1058;15440;1102;0;15453;1062;15517;1080;15483;1051;;;;;;;;;;;15496;1536;-1;-1
110;PROV110;Southern Norway;Norway;Europe;Temperate;Mountain;;;100;;1;1;2392;1;0;0;2;3;0;15535;886;15482;916;15364;883;15391;920;8;15397;891;15434;945;15482;916;;;;;;;;;;;15556;1392;-1;-1
111;PROV111;Southern Norway;Norway;Europe;Subarctic;Forest;;;110;;0;0;0;2;1;0;2;0;2;15888;801;15902;853;15772;1385;15772;1385;0;15890;868;15974;849;15902;853;;;;;;;;;;;15752;1364;-1;-1
112;PROV112;Oestra Svealand;Sweden;Europe;Subarctic;Forest;;;60;;0;0;0;0;0;0;0;0;1;16174;980;16187;1038;15980;1441;15980;1441;0;16211;1057;16158;1063;16187;1038;;;;;;;;;;;15972;1436;-1;-1
