CHI;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x ,,,,,,,,,,,,,,,,,,,,,,,,,,
1012;中央研究院 ;T1012;3;1930;1999;management;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
1013;黄埔军校 ;T1023;5;1930;1999;large_unit_tactics;infantry_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
1014;保定军校 ;T1061;4;1930;1999;small_unit_tactics;infantry_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
1016;永利化学公司 ;T1016;4;1930;1999;industrial_engineering;chemistry;general_equipment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
1017;国立机械制造总局 ;T8328;5;1930;1999;industrial_engineering;mechanics;general_equipment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
1019;清华大学 ;T1019;7;1941;1999;mathematics;ELECTRONICS;mechanics;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
1020;中山科学研究院 ;T1020;7;1999;1999;rocketry;aeronautics;electronics;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
1033;太原兵工厂 ;T8801;4;1999;1999;artillery;general_equipment;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
1035;天津机械制造厂 ;T8805;6;1999;1999;mechanics;general_equipment;industrial_engineering;TECHNICAL_EFFICIENCY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
1039;广州造船厂 ;T8702;3;1999;1999;naval_engineering;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
1040;卢鹤绂 ;T1040;7;1999;1999;nuclear_physics;nuclear_engineering;mathematics;CHEMISTRY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
1042;国立西南联合大学 ;T11401;7;1999;1999;mechanics;chemistry;management;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
1045;鞍山钢铁工业 ;T1045;7;1999;1999;industrial_engineering;mechanics;technical_efficiency;CHEMISTRY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
1046;陈策 ;T1046;3;1930;1999;SMALL_TASKFORCE_TACTICS;naval_training;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
1047;孙立人 ;T1047;5;1999;1999;LARGE_UNIT_TACTICS;INFANTRY_FOCUS;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,
1050;史迪威 ;T1050;6;1999;1999;training;LARGE_UNIT_TACTICS;COMBINED_ARMS_FOCUS;ARTILLERY;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1051;林彪 ;T8301;7;1999;1999;large_unit_tactics;centralized_execution;LARGE_UNIT_FOCUS;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;大连造船厂 ;T8305;5;1999;1999;naval_engineering;naval_artillery;naval_training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1053;张爱萍 ;TC_CHC_8324;5;1999;1999;large_unit_tactics;ARTILLERY;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1054;一汽 ;T8325;4;1999;1999;mechanics;GENERAL_EQUIPMENT;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1055;装甲兵工程学院 ;T8315;5;1999;1999;ARTILLERY;MECHANICS;TRAINING;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1056;北京大学 ;T8333;7;1999;1999;MANAGEMENT;chemistry;electronics;MATHEMATICS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1057;陈云 ;TC_CHC_8336;6;1999;1999;mathematics;industrial_engineering;management;CHEMISTRY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1058;钱学森 ;T8342;9;1999;1999;mathematics;NUCLEAR_PHYSICS;NUCLEAR_ENGINEERING;CHEMISTRY;ROCKETRY;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
